Nature mutation,Valeur fonciere,Type local,Nombre pieces principales,Surface,Latitude,Longitude
Vente,670000.0,Appartement,2,61.59,48.8624403,2.3639196
Vente,11250000.0,Appartement,1,32.0,48.8771544,2.3483977
Vente,11250000.0,Appartement,4,94.0,48.8771544,2.3483977
Vente,11250000.0,Appartement,2,25.0,48.8771544,2.3483977
Vente,11250000.0,Appartement,5,128.0,48.8771544,2.3483977
Vente,11250000.0,Appartement,4,115.0,48.8771544,2.3483977
Vente,11250000.0,Appartement,2,96.0,48.8771544,2.3483977
Vente,11250000.0,Appartement,4,95.0,48.8771544,2.3483977
Vente,108000.0,Appartement,1,12.19,48.88903,2.3600606
Vente,132000.0,Appartement,1,13.63,48.8733287,2.3702953
Vente,520000.0,Appartement,2,41.66,48.8835083,2.3003149
Vente,405000.0,Appartement,2,39.55,48.8628203,2.354491
Vente,890000.0,Appartement,3,75.27,48.8680344,2.348506
Vente,352000.0,Appartement,1,34.01,48.8919099,2.3471914
Vente,450000.0,Appartement,4,102.0,48.8942755,2.341281
Vente,612100.0,Appartement,3,52.75,48.885504,2.3167703
Vente,430000.0,Appartement,2,33.04,48.8848229,2.3145628
Vente,1066700.0,Appartement,4,94.4,48.8841941,2.3210637
Vente,575000.0,Appartement,3,72.69,48.887853,2.3507679
Vente,95000.0,Appartement,1,15.0,48.8921228,2.3190594
Vente,420000.0,Appartement,2,44.1,48.8706517,2.4013084
Vente,745680.0,Appartement,3,87.93,48.8624717,2.3405347
Vente,600000.0,Appartement,3,66.47,48.8934754,2.3490266
Vente,265000.0,Appartement,1,22.21,48.8822019,2.3326778
Vente,1460000.0,Appartement,5,107.0,48.8636495,2.3645847
Vente,641800.0,Appartement,2,57.33,48.8802498,2.2956231
Vente,390600.0,Appartement,2,46.36,48.8877836,2.3880174
Vente,579000.0,Appartement,2,38.29,48.8732109,2.3015756
Vente,419832.0,Appartement,3,48.6,48.8918658,2.3216834
Vente,815000.0,Appartement,3,72.31,48.8793709,2.3855391
Vente,390000.0,Appartement,2,44.0,48.8746329,2.3879097
Vente,1085000.0,Appartement,3,77.78,48.858205,2.3524174
Vente,344000.0,Appartement,2,28.63,48.8488784,2.3999675
Vente,142500.0,Appartement,1,10.0,48.8736582,2.3504019
Vente,161000.0,Appartement,1,13.0,48.8825158,2.3460237
Vente,300000.0,Appartement,2,39.52,48.8830987,2.3875613
Vente,250000.0,Appartement,1,22.45,48.8718181,2.3623511
Vente,248000.0,Appartement,1,33.0,48.8953712,2.337228
Vente,386050.0,Appartement,2,46.0,48.8963429,2.338484
Vente,731610.0,Appartement,4,55.0,48.88826,2.3232391
Vente,1060000.0,Appartement,4,90.0,48.8821426,2.2915309
Vente,240000.0,Appartement,2,31.56,48.8788619,2.3025841
Vente,289500.0,Appartement,2,28.97,48.8872655,2.3473366
Vente,376000.0,Appartement,4,50.21,48.893279,2.3838039
Vente,252450.0,Appartement,1,31.0,48.8927852,2.3847326
Vente,910000.0,Appartement,2,78.08,48.8650284,2.33494
Vente,277500.0,Appartement,2,24.92,48.8874794,2.3104829
Vente,1000000.0,Appartement,3,73.35,48.8853747,2.3102275
Vente,50000.0,Appartement,1,7.0,48.8903793,2.3591395
Vente,625000.0,Appartement,2,63.2,48.89019,2.387041
Vente,252000.0,Appartement,1,28.04,48.8850406,2.3782525
Vente,345000.0,Appartement,2,31.46,48.8919418,2.3470194
Vente,765350.0,Appartement,3,60.2,48.8899367,2.3387971
Vente,900000.0,Appartement,4,78.09,48.8811014,2.3029334
Vente,515000.0,Appartement,2,41.21,48.8715312,2.3636505
Vente,515000.0,Appartement,2,12.0,48.8715312,2.3636505
Vente,275000.0,Appartement,2,23.81,48.8777728,2.3446974
Vente,276000.0,Appartement,2,31.73,48.8959823,2.3381428
Vente,278500.0,Appartement,1,23.27,48.8730762,2.3828589
Vente,870000.0,Appartement,1,195.02,48.8886901,2.3247795
Vente,1540000.0,Appartement,3,90.0,48.8816424,2.2936743
Vente,325000.0,Appartement,2,39.38,48.8915132,2.3632154
Vente,6500000.0,Appartement,1,14.0,48.8710708,2.3712436
Vente,6500000.0,Appartement,4,80.0,48.8710708,2.3712436
Vente,6500000.0,Appartement,3,42.0,48.8710708,2.3712436
Vente,6500000.0,Appartement,3,61.0,48.8710708,2.3712436
Vente,6500000.0,Appartement,2,36.0,48.8710708,2.3712436
Vente,6500000.0,Appartement,3,60.0,48.8710708,2.3712436
Vente,6500000.0,Appartement,3,43.0,48.8710708,2.3712436
Vente,6500000.0,Appartement,2,35.0,48.8710708,2.3712436
Vente,6500000.0,Appartement,2,25.0,48.8710708,2.3712436
Vente,218000.0,Appartement,2,22.76,48.8721937,2.3904044
Vente,363760.0,Appartement,3,37.9,48.8842031,2.3816945
Vente,680000.0,Appartement,4,80.0,48.8782072,2.3753493
Vente,745000.0,Appartement,3,63.7,48.8902386,2.3313663
Vente,440000.0,Appartement,2,43.0,48.8629856,2.3640177
Vente,220000.0,Appartement,1,12.0,48.8892305,2.3544953
Vente,830700.0,Appartement,3,76.7,48.881627,2.3723027
Vente,385000.0,Appartement,2,24.44,48.8675427,2.3353219
Vente,310000.0,Appartement,2,31.89,48.885372,2.3811333
Vente,1130000.0,Appartement,4,96.62,48.8848219,2.2993111
Vente,1830000.0,Appartement,6,139.22,48.8541549,2.3645123
Vente,465850.0,Appartement,1,38.97,48.8791185,2.3188257
Vente,357800.0,Appartement,2,37.46,48.8700818,2.3956263
Vente,1050000.0,Appartement,3,132.0,48.8680812,2.4003616
Vente,525000.0,Appartement,2,44.33,48.8831524,2.2856031
Vente,336000.0,Appartement,1,39.64,48.8776614,2.3880078
Vente,455000.0,Appartement,2,46.91,48.8941061,2.3224945
Vente,525000.0,Appartement,3,56.31,48.8812633,2.2915981
Vente,315800.0,Appartement,2,28.51,48.8708985,2.3597267
Vente,402370.0,Appartement,3,38.63,48.8713499,2.3515301
Vente,372500.0,Appartement,1,20.85,48.8651566,2.3631591
Vente,230000.0,Appartement,1,24.0,48.8840661,2.3418136
Vente,824700.0,Appartement,3,72.64,48.8746147,2.3539667
Vente,635000.0,Appartement,1,45.09,48.874609,2.3304724
Vente,680000.0,Appartement,4,59.52,48.8856584,2.3785051
Vente,507000.0,Appartement,2,41.2,48.8812814,2.3048226
Vente,1320000.0,Appartement,5,98.33,48.8541295,2.3497211
Vente,725000.0,Appartement,4,87.01,48.8964311,2.3305962
Vente,478840.0,Appartement,3,70.08,48.8903738,2.3716448
Vente,478131.0,Appartement,3,33.23,48.8734859,2.3905466
Vente,719000.0,Appartement,3,65.22,48.8923782,2.3355827
Vente,320000.0,Appartement,1,25.1,48.8644204,2.3545535
Vente,230000.0,Appartement,1,27.03,48.8884867,2.382063
Vente,550000.0,Appartement,2,40.7,48.8826779,2.3322224
Vente,465500.0,Appartement,1,47.04,48.8764636,2.3410961
Vente,204620.0,Appartement,1,19.36,48.8744984,2.391429
Vente,2486750.0,Appartement,5,160.17,48.8819958,2.3140116
Vente,2486750.0,Appartement,1,160.17,48.8819958,2.3140116
Vente,2486750.0,Appartement,2,25.0,48.8819958,2.3140116
Vente,2486750.0,Appartement,1,15.0,48.8819958,2.3140116
Vente,700000.0,Appartement,1,55.01,48.8847548,2.3460567
Vente,728500.0,Appartement,3,69.1,48.8824397,2.3862974
Vente,299000.0,Appartement,1,26.31,48.8679761,2.3590831
Vente,479700.0,Appartement,2,39.37,48.8789274,2.3663604
Vente,430000.0,Appartement,3,42.3,48.887501,2.388797
Vente,722500.0,Appartement,3,56.19,48.8699519,2.3268245
Vente,675000.0,Appartement,3,58.8,48.8803473,2.3420821
Vente,500000.0,Appartement,3,66.8,48.8746653,2.387361
Vente,685005.0,Appartement,3,52.0,48.8753126,2.3433749
Vente,558100.0,Appartement,2,36.0,48.8922466,2.3430194
Vente,558100.0,Appartement,1,42.17,48.8922466,2.3430194
Vente,150000.0,Appartement,1,18.9,48.877421,2.3446832
Vente,519200.0,Appartement,3,55.08,48.8887355,2.3471422
Vente,250000.0,Appartement,1,18.0,48.8654863,2.3479713
Vente,72316.92,Appartement,3,8.55,48.8832785,2.3808757
Vente,550000.0,Appartement,3,46.47,48.8749009,2.3402319
Vente,285000.0,Appartement,2,22.2,48.8813351,2.3277492
Vente,508000.0,Appartement,3,71.22,48.8902938,2.3728923
Vente,217000.0,Appartement,1,19.92,48.8859719,2.3179088
Vente,217000.0,Appartement,1,12.0,48.8859719,2.3179088
Vente,1995400.0,Appartement,2,40.0,48.8780752,2.3006239
Vente,1995400.0,Appartement,5,155.99,48.8780752,2.3006239
Vente,238000.0,Appartement,2,24.0,48.8715339,2.3783078
Vente,170000.0,Appartement,1,16.22,48.8699987,2.3522442
Vente,730000.0,Appartement,5,90.01,48.8944695,2.3492017
Vente,290000.0,Appartement,2,22.51,48.8832482,2.3377084
Vente,401999.0,Appartement,2,34.37,48.8724265,2.3699054
Vente,280000.0,Appartement,2,32.73,48.8794564,2.3886644
Vente,654000.0,Appartement,3,81.27,48.883043,2.3657578
Vente,400000.0,Appartement,4,59.36,48.8855443,2.3183683
Vente,398000.0,Appartement,3,45.07,48.8766758,2.3913138
Vente,314000.0,Appartement,2,39.24,48.8937064,2.3597059
Vente,465000.0,Appartement,2,42.75,48.8676348,2.3439508
Vente,200000.0,Appartement,1,24.67,48.8583231,2.350549
Vente,250000.0,Appartement,2,24.18,48.8849763,2.3596561
Vente,632000.0,Appartement,4,83.53,48.8938088,2.3846709
Vente,668000.0,Appartement,1,68.25,48.8766988,2.3813159
Vente,394500.0,Appartement,2,35.0,48.8481671,2.4026405
Vente,326000.0,Appartement,2,34.33,48.8716902,2.3636734
Vente,240000.0,Appartement,1,32.06,48.8869309,2.3129191
Vente,820000.0,Appartement,4,68.01,48.8520842,2.3672259
Vente,190000.0,Appartement,1,14.59,48.8566646,2.3602718
Vente,450000.0,Appartement,2,41.64,48.8638504,2.3974032
Vente,760000.0,Appartement,4,79.53,48.8833257,2.3660794
Vente,1500.0,Appartement,3,38.0,48.8801737,2.2905955
Vente,401820.0,Appartement,2,36.86,48.8840164,2.3176466
Vente,475000.0,Appartement,3,44.5,48.8925865,2.3413289
Vente,750000.0,Appartement,4,68.89,48.8841498,2.2909718
Vente,317219.0,Appartement,2,29.1,48.8840164,2.3176466
Vente,1200000.0,Appartement,4,87.52,48.8615053,2.3412648
Vente,95000.0,Appartement,4,8.46,48.8597998,2.367285
Vente,1165000.0,Appartement,5,118.45,48.8950018,2.3229801
Vente,2808050.0,Appartement,7,207.14,48.888168,2.309036
Vente,319900.0,Appartement,2,34.02,48.8943791,2.3478605
Vente,700000.0,Appartement,2,48.83,48.8628018,2.3637672
Vente,121000.0,Appartement,1,8.26,48.8821274,2.3361986
Vente,824500.0,Appartement,3,78.0,48.8604606,2.3550284
Vente,667060.0,Appartement,2,60.3,48.8661198,2.3483721
Vente,164000.0,Appartement,1,15.77,48.8869239,2.367818
Vente,460000.0,Appartement,2,53.0,48.8877778,2.376532
Vente,1056402.0,Appartement,3,89.76,48.8965983,2.3287002
Vente,1465430.0,Appartement,2,64.89,48.8809548,2.3330051
Vente,1270000.0,Appartement,1,10.0,48.8574347,2.3576107
Vente,890000.0,Appartement,3,88.0,48.848341,2.3652521
Vente,1080000.0,Appartement,5,97.51,48.8745057,2.3442769
Vente,709500.0,Appartement,2,55.0,48.8537525,2.4095531
Vente,510000.0,Appartement,2,41.03,48.8654863,2.3479713
Vente,392500.0,Appartement,2,39.04,48.8820929,2.3881461
Vente,400000.0,Appartement,2,43.63,48.8717911,2.3599246
Vente,185150.0,Appartement,1,15.76,48.8693841,2.3509859
Vente,87400.0,Appartement,2,31.31,48.8539096,2.3621737
Vente,414150.0,Appartement,2,39.77,48.8712881,2.4038604
Vente,72000.0,Appartement,1,12.0,48.8856117,2.3381481
Vente,1770000.0,Appartement,5,110.12,48.8660776,2.3579494
Vente,830000.0,Appartement,1,82.37,48.8571467,2.3996548
Vente,830000.0,Appartement,2,82.37,48.8571467,2.3996548
Vente,700000.0,Appartement,3,79.9,48.878657,2.3903894
Vente,700000.0,Appartement,1,30.0,48.878657,2.3903894
Vente,197000.0,Appartement,2,23.02,48.8855547,2.3533354
Vente,957200.0,Appartement,4,92.33,48.885318,2.3220758
Vente,225000.0,Appartement,2,16.33,48.859599,2.3449671
Vente,520000.0,Appartement,3,45.78,48.8935666,2.3234915
Vente,515000.0,Appartement,2,46.22,48.8823567,2.3467946
Vente,6000000.0,Appartement,4,86.0,48.8655329,2.3077651
Vente,6000000.0,Appartement,3,141.75,48.8655329,2.3077651
Vente,507850.0,Appartement,2,42.0,48.8925284,2.3599247
Vente,507850.0,Appartement,1,20.0,48.8925284,2.3599247
Vente,434000.0,Appartement,2,36.17,48.8801748,2.3430444
Vente,676000.0,Appartement,3,60.69,48.887665,2.332574
Vente,490000.0,Appartement,3,63.82,48.862732,2.4029711
Vente,820000.0,Appartement,3,71.52,48.8788966,2.3367316
Vente,256665.0,Appartement,1,23.04,48.8612241,2.3424193
Vente,635000.0,Appartement,3,51.47,48.8796155,2.3433684
Vente,483000.0,Appartement,2,26.0,48.8798686,2.326342
Vente,360000.0,Appartement,2,36.0,48.8906175,2.3505742
Vente,800000.0,Appartement,3,72.2,48.8833899,2.3045332
Vente,215000.0,Appartement,2,24.17,48.8609197,2.4003318
Vente,645000.0,Appartement,3,59.04,48.8800124,2.3593543
Vente,821150.0,Appartement,2,52.54,48.8831392,2.3145442
Vente,50000.0,Appartement,1,10.67,48.8971924,2.3270539
Vente,350000.0,Appartement,2,46.05,48.8877524,2.3105532
Vente,610000.0,Appartement,3,64.49,48.874609,2.3781488
Vente,420695.0,Appartement,2,35.76,48.8751204,2.3516675
Vente,302000.0,Appartement,1,33.51,48.8942666,2.3793392
Vente,187000.0,Appartement,1,19.81,48.8915393,2.3825314
Vente,173000.0,Appartement,1,25.43,48.8921712,2.3591416
Vente,180000.0,Appartement,1,16.0,48.8691826,2.3636526
Vente,60000.0,Appartement,1,8.0,48.8646875,2.3510349
Vente,530000.0,Appartement,2,48.0,48.8900133,2.3290443
Vente,682000.0,Appartement,3,64.0,48.8884495,2.3339766
Vente,169000.0,Appartement,1,16.14,48.8918476,2.3242433
Vente,0.0,Appartement,2,41.86,48.8750952,2.3762263
Vente,588000.0,Appartement,3,66.48,48.8844638,2.3732829
Vente,175000.0,Appartement,1,16.01,48.8816089,2.3628047
Vente,715000.0,Appartement,2,47.8,48.8521354,2.3555425
Vente,90000.0,Appartement,1,7.71,48.8788629,2.3430753
Vente,250000.0,Appartement,1,24.09,48.8694372,2.4002021
Vente,95000.0,Appartement,1,9.0,48.8826998,2.3446128
Vente,781600.0,Appartement,3,78.42,48.8942755,2.341281
Vente,355000.0,Appartement,2,29.74,48.8739833,2.3432187
Vente,395000.0,Appartement,2,39.36,48.8892754,2.3451832
Vente,589000.0,Appartement,3,51.54,48.8809885,2.3347387
Vente,437985.0,Appartement,2,34.13,48.8902062,2.3445702
Vente,374000.0,Appartement,2,44.59,48.8845637,2.3648219
Vente,302500.0,Appartement,3,34.02,48.8856935,2.3823697
Vente,1500000.0,Appartement,2,74.59,48.8631075,2.3571961
Vente,306050.0,Appartement,2,32.0,48.8937159,2.3744826
Vente,1473000.0,Appartement,3,80.0,48.877421,2.3446832
Vente,1473000.0,Appartement,5,109.0,48.877421,2.3446832
Vente,1257500.0,Appartement,5,113.0,48.889702,2.3383919
Vente,610000.0,Appartement,2,60.52,48.8799968,2.3521231
Vente,185000.0,Appartement,1,25.04,48.8909933,2.3606958
Vente,107000.0,Appartement,1,8.0,48.8751583,2.3514038
Vente,107000.0,Appartement,1,12.0,48.8751583,2.3514038
Vente,1192924.0,Appartement,2,33.0,48.8612733,2.3435308
Vente,1192924.0,Appartement,2,35.0,48.8612733,2.3435308
Vente,188000.0,Appartement,1,20.68,48.8889611,2.3535107
Vente,420000.0,Appartement,2,54.0,48.8813933,2.3126179
Vente,3000.0,Appartement,3,80.0,48.8640307,2.3561241
Vente,3000.0,Appartement,6,144.0,48.8640307,2.3561241
Vente,407550.0,Appartement,3,48.92,48.8975444,2.3337165
Vente,418500.0,Appartement,2,41.51,48.8935666,2.3234915
Vente,240000.0,Appartement,1,30.31,48.887457,2.3561752
Vente,210000.0,Appartement,5,154.0,48.8519217,2.365522
Vente,160000.0,Appartement,2,17.6,48.8843617,2.3388466
Vente,228000.0,Appartement,1,22.0,48.8775009,2.3623068
Vente,410000.0,Appartement,1,29.05,48.8525547,2.3544298
Vente,486000.0,Appartement,2,52.0,48.8798543,2.3964762
Vente,260000.0,Appartement,2,22.0,48.8948372,2.3286042
Vente,260000.0,Appartement,2,27.0,48.8948372,2.3286042
Vente,167000.0,Appartement,1,17.62,48.8883808,2.3504154
Vente,135630.0,Appartement,1,13.01,48.8790923,2.3883459
Vente,185000.0,Appartement,1,15.79,48.8873481,2.3208197
Vente,80745.0,Appartement,1,6.79,48.8785094,2.3608183433483663
Vente,580000.0,Appartement,2,45.57,48.8609601,2.342151
Vente,1035000.0,Appartement,5,95.85,48.88011775,2.3450036716652027
Vente,757745.6,Appartement,2,42.42,48.8641862,2.3419003
Vente,707000.0,Appartement,4,89.28,48.8860129,2.3833794
Vente,1280800.0,Appartement,3,90.8,48.8839344,2.3463738
Vente,1280800.0,Appartement,2,27.0,48.8839344,2.3463738
Vente,160000.0,Appartement,2,26.46,48.8948372,2.3286042
Vente,1100000.0,Appartement,4,108.41,48.882264,2.337561
Vente,257500.0,Appartement,2,24.68,48.8736719,2.3586685
Vente,1465000.0,Appartement,3,99.25,48.8816424,2.2936743
Vente,712050.0,Appartement,4,83.0,48.8902365,2.3724514
Vente,370400.0,Appartement,2,28.0,48.8878141,2.324765
Vente,977349.0,Appartement,2,72.31,48.8815412,2.30508
Vente,425000.0,Appartement,1,18.0,48.8856613,2.3350832
Vente,425000.0,Appartement,2,47.69,48.8856613,2.3350832
Vente,312500.0,Appartement,2,33.65,48.8846648,2.291016
Vente,1050000.0,Appartement,3,67.0,48.872858,2.3583218
Vente,635500.0,Appartement,3,55.6,48.8905455,2.3210848
Vente,297500.0,Appartement,1,22.0,48.8747394,2.3261127
Vente,281000.0,Appartement,2,50.26,48.8925232,2.3521854
Vente,65000.0,Appartement,1,8.0,48.884257,2.3337947
Vente,280000.0,Appartement,2,48.47,48.8789191,2.3841983
Vente,680000.0,Appartement,3,60.45,48.8828118,2.3834039
Vente,160000.0,Appartement,1,17.75,48.8697146,2.4053458
Vente,377400.0,Appartement,1,33.0,48.8519388,2.3615989
Vente,305000.0,Appartement,1,19.06,48.8876622,2.3378539
Vente,85000.0,Appartement,1,13.38,48.887204,2.3473715
Vente,1150000.0,Appartement,5,114.13,48.8820382,2.3366381
Vente,500000.0,Appartement,1,47.55,48.8912396,2.3386816
Vente,335045.0,Appartement,2,27.6,48.8666287,2.347122
Vente,175000.0,Appartement,1,19.04,48.8906747,2.3772492
Vente,930000.0,Appartement,4,85.82,48.8638266,2.3986152
Vente,1100000.0,Appartement,4,98.07,48.8745057,2.3442769
Vente,2078700.0,Appartement,4,160.0,48.8685211,2.4060089
Vente,680000.0,Appartement,3,56.26,48.8730205,2.3701621
Vente,900000.0,Appartement,5,101.87,48.8899114,2.3867285
Vente,2042500.0,Appartement,4,115.0,48.8672776,2.3027426
Vente,215000.0,Appartement,2,36.0,48.8838709,2.3439831
Vente,255000.0,Appartement,2,24.36,48.889829,2.3181272
Vente,218990.0,Appartement,1,21.0,48.8901432,2.3293197
Vente,641500.0,Appartement,3,52.93,48.8806483,2.2897131
Vente,155000.0,Appartement,1,18.0,48.8874793,2.3599471
Vente,50000.0,Appartement,4,92.0,48.877636,2.3013784
Vente,259000.0,Appartement,2,29.2,48.8694318,2.4074303
Vente,202000.0,Appartement,1,22.0,48.876308,2.3496935
Vente,766300.0,Appartement,3,66.51,48.8824267,2.2891584
Vente,925000.0,Appartement,3,68.0,48.8645779,2.3490827
Vente,200000.0,Appartement,3,20.72,48.8844381,2.3798236
Vente,158000.0,Appartement,1,24.22,48.896232,2.3588078
Vente,381250.0,Appartement,3,34.0,48.884616,2.3113935
Vente,275000.0,Appartement,1,24.5,48.8848701,2.3418665
Vente,762000.0,Appartement,5,59.0,48.88795,2.3186373
Vente,512000.0,Appartement,2,52.0,48.8876006,2.3203829
Vente,210000.0,Appartement,1,18.61,48.8754778,2.4035019
Vente,1447500.0,Appartement,4,102.88,48.8838419,2.3125204
Vente,195000.0,Appartement,1,36.32,48.881071,2.3754919
Vente,84000.0,Appartement,3,67.0,48.8719898,2.4050776
Vente,50000.0,Appartement,1,8.98,48.882784,2.3171892
Vente,507500.0,Appartement,1,41.05,48.8853928,2.3131487
Vente,535000.0,Appartement,3,66.62,48.8953976,2.3169333
Vente,957750.0,Appartement,4,82.0,48.8834104,2.341516
Vente,79000.0,Appartement,5,7.01,48.8766355,2.34868
Vente,1200000.0,Appartement,3,101.26,48.8647346,2.3596803
Vente,310000.0,Appartement,2,30.81,48.8852279,2.3234559
Vente,50000.0,Appartement,1,12.1,48.8795741,2.3624495
Vente,133600.0,Appartement,1,14.12,48.8858782,2.3680261
Vente,207475.0,Appartement,1,14.5,48.8819892,2.3143582
Vente,650000.0,Appartement,2,40.45,48.8654863,2.3479713
Vente,950000.0,Appartement,3,72.42,48.8830392,2.2908767
Vente,610000.0,Appartement,2,53.69,48.8902003,2.3458589
Vente,1590000.0,Appartement,5,126.28,48.8810627,2.328489
Vente,772800.0,Appartement,1,85.03,48.8959819,2.338672
Vente,406850.0,Appartement,2,52.41,48.8877688,2.3616694
Vente,119000.0,Appartement,1,9.58,48.8813104,2.3361931
Vente,230000.0,Appartement,1,25.0,48.8740118,2.3416214
Vente,20000.0,Appartement,2,85.0,48.8516925,2.3568302
Vente,10000.0,Appartement,2,49.0,48.8557023,2.3630589
Vente,743965.0,Appartement,4,59.54,48.8676476,2.3563994
Vente,634650.0,Appartement,2,57.38,48.8691941,2.3673345
Vente,390000.0,Appartement,1,34.67,48.8720444,2.3055917
Vente,244400.0,Appartement,2,42.32,48.8968172,2.3419405
Vente,335000.0,Appartement,2,33.08,48.8932449,2.3197449
Vente,1116505.0,Appartement,4,86.34,48.8796191,2.3787868
Vente,633390.0,Appartement,2,71.67,48.8694372,2.4002021
Vente,149000.0,Appartement,1,15.77,48.8535859,2.3991856
Vente,150000.0,Appartement,1,15.0,48.8622121,2.3999602
Vente,749900.0,Appartement,3,59.14,48.8773314,2.3449919
Vente,460000.0,Appartement,2,46.0,48.888717,2.3459554
Vente,585000.0,Appartement,2,48.51,48.8844638,2.3732829
Vente,364100.0,Appartement,3,35.25,48.8849321,2.2924042
Vente,756000.0,Appartement,3,81.0,48.8886995,2.3221454
Vente,683000.0,Appartement,2,36.0,48.8567782,2.3425245
Vente,350000.0,Appartement,2,37.22,48.8945556,2.3460778
Vente,640000.0,Appartement,3,77.0,48.8669679,2.399498
Vente,2450000.0,Appartement,1,36.0,48.8695726,2.3036479
Vente,2450000.0,Appartement,3,109.0,48.8695726,2.3036479
Vente,290000.0,Appartement,1,25.38,48.8824549,2.2858171
Vente,1242600.0,Appartement,5,81.3,48.8636526,2.4048088
Vente,619000.0,Appartement,4,188.25,48.8554164,2.4017849
Vente,138000.0,Appartement,1,11.82,48.8807463,2.3464906
Vente,567000.0,Appartement,2,37.0,48.8763416,2.2923243
Vente,374000.0,Appartement,1,35.8,48.8484174,2.4000597
Vente,560000.0,Appartement,2,79.73,48.888168,2.309036
Vente,352023.0,Appartement,1,30.11,48.8913284,2.3374586
Vente,740900.0,Appartement,3,64.51,48.8840651,2.2905111
Vente,340000.0,Appartement,3,35.0,48.8909799,2.3461001
Vente,10000.0,Appartement,2,79.0,48.879227,2.3376908
Vente,216000.0,Appartement,1,20.0,48.8926848,2.335591
Vente,285000.0,Appartement,2,32.0,48.8820795,2.3744174
Vente,337000.0,Appartement,1,26.78,48.8828583,2.3065399
Vente,337000.0,Appartement,1,15.0,48.8828583,2.3065399
Vente,1021100.0,Appartement,2,80.86,48.8849879,2.312458
Vente,157000.0,Appartement,2,14.72,48.8865668,2.3500825
Vente,366050.0,Appartement,1,42.88,48.8860294,2.3611428
Vente,281000.0,Appartement,1,27.47,48.8766016,2.343094
Vente,261000.0,Appartement,2,29.69,48.8635214,2.4016883
Vente,302200.0,Appartement,1,36.5,48.8888322,2.358182
Vente,9000.0,Appartement,1,25.0,48.8867861,2.3483602
Vente,9000.0,Appartement,4,130.0,48.8867861,2.3483602
Vente,180500.0,Appartement,2,20.4,48.8939001,2.3467664
Vente,755300.0,Appartement,2,57.51,48.8819971,2.3356663
Vente,242000.0,Appartement,1,24.03,48.8913655,2.3392301
Vente,414670.0,Appartement,2,37.01,48.8922341,2.336943
Vente,284500.0,Appartement,1,13.0,48.8846035,2.3801294
Vente,284500.0,Appartement,1,26.41,48.8846035,2.3801294
Vente,260000.0,Appartement,3,46.0,48.8834628,2.3356312
Vente,192000.0,Appartement,2,28.78,48.8788518,2.3399394
Vente,710000.0,Appartement,5,83.05,48.8865377,2.3803189
Vente,392500.0,Appartement,2,39.0,48.8723817,2.3608685
Vente,392500.0,Appartement,2,20.0,48.8723817,2.3608685
Vente,330000.0,Appartement,2,50.1,48.8588191,2.4089578
Vente,402500.0,Appartement,2,39.0,48.8723817,2.3608685
Vente,402500.0,Appartement,2,19.0,48.8723817,2.3608685
Vente,402500.0,Appartement,2,20.0,48.8723817,2.3608685
Vente,830006.0,Appartement,4,81.5,48.8643501,2.3928737
Vente,290000.0,Appartement,2,38.0,48.8930241,2.3377914
Vente,175000.0,Appartement,1,15.77,48.8716892,2.3587617
Vente,185000.0,Appartement,1,18.0,48.8828761,2.3181775
Vente,280000.0,Appartement,1,27.0,48.8860294,2.3611428
Vente,426540.0,Appartement,1,34.0,48.8864657,2.34042497632362
Vente,256300.0,Appartement,1,21.21,48.8723817,2.3608685
Vente,1181000.0,Appartement,4,112.15,48.8851386,2.304473
Vente,164000.0,Appartement,1,12.84,48.8667425,2.351741
Vente,506000.0,Appartement,3,68.41,48.8930897,2.3773623
Vente,710000.0,Appartement,3,59.28,48.8905286,2.33772
Vente,210000.0,Appartement,1,23.05,48.8746653,2.387361
Vente,313000.0,Appartement,2,32.31,48.8886122,2.3542937
Vente,160000.0,Appartement,2,30.5,48.856308,2.4088676
Vente,8000.0,Appartement,6,143.0,48.8596504,2.3646424
Vente,335500.0,Appartement,2,45.05,48.8584555,2.409154
Vente,5000000.0,Appartement,1,30.0,48.8594432,2.3600509
Vente,5000000.0,Appartement,2,29.0,48.8594432,2.3600509
Vente,5000000.0,Appartement,1,25.0,48.8594432,2.3600509
Vente,5000000.0,Appartement,2,34.0,48.8594432,2.3600509
Vente,5000000.0,Appartement,2,37.0,48.8594432,2.3600509
Vente,5000000.0,Appartement,1,14.0,48.8594432,2.3600509
Vente,725000.0,Appartement,3,60.31,48.8847276,2.3257968
Vente,581200.0,Appartement,3,57.35,48.8592292,2.3895114
Vente,280000.0,Appartement,3,37.21,48.8956005,2.3477621
Vente,135000.0,Appartement,1,11.33,48.8911755,2.3249137
Vente,670000.0,Appartement,3,70.78,48.8865222,2.3466881
Vente,1245000.0,Appartement,4,109.78,48.889109,2.3335367
Vente,600000.0,Appartement,4,72.0,48.880786,2.2856788
Vente,368000.0,Appartement,2,16.0,48.8927541,2.3393374
Vente,748000.0,Appartement,3,74.07,48.8886995,2.3221454
Vente,320000.0,Appartement,1,49.76,48.8802498,2.2956231
Vente,320000.0,Appartement,1,8.0,48.8802498,2.2956231
Vente,320000.0,Appartement,1,10.0,48.8802498,2.2956231
Vente,465000.0,Appartement,3,40.11,48.8851718,2.320429
Vente,618000.0,Appartement,3,48.68,48.863439,2.3386626
Vente,207000.0,Appartement,1,13.1,48.8802417,2.3314844
