Nature mutation,Valeur fonciere,Type local,Nombre pieces principales,Surface,Latitude,Longitude
Vente,280000.0,Appartement,5,98.0,48.8590058,2.3679768
Vente,390000.0,Appartement,2,42.03,48.8243345,2.3512938
Vente,522000.0,Appartement,2,43.0,48.8341173,2.3293108
Vente,320000.0,Appartement,2,30.16,48.8326547,2.3179774
Vente,954000.0,Appartement,4,79.0,48.8410374,2.2634294
Vente,633950.0,Appartement,3,62.83,48.856333,2.3878138
Vente,600000.0,Appartement,1,49.89,48.8669742,2.3750149
Vente,2130000.0,Appartement,4,130.06,48.8443584,2.3241242
Vente,2130000.0,Appartement,2,13.0,48.8443584,2.3241242
Vente,2130000.0,Appartement,1,13.0,48.8443584,2.3241242
Vente,2130000.0,Appartement,1,8.0,48.8443584,2.3241242
Vente,165000.0,Appartement,1,11.75,48.8361582,2.3017674
Vente,505000.0,Appartement,2,36.0,48.8405909,2.3524973
Vente,19400.0,Appartement,1,22.0,48.8415744,2.3124277
Vente,618600.0,Appartement,2,54.08,48.8521344,2.2742712
Vente,216500.0,Appartement,1,22.81,48.8257594,2.3571205
Vente,495000.0,Appartement,2,47.02,48.8400818,2.3221697
Vente,860000.0,Appartement,3,63.45,48.8630383,2.2771005
Vente,449000.0,Appartement,3,51.0,48.8373966,2.3920653
Vente,200000.0,Appartement,1,39.0,48.849751,2.3786432
Vente,285000.0,Appartement,1,25.07,48.86774,2.2920184
Vente,434965.0,Appartement,2,40.93,48.8238669,2.3509156
Vente,655000.0,Appartement,5,98.0,48.8590058,2.3679768
Vente,183000.0,Appartement,1,16.25,48.8652771,2.3800438
Vente,246750.0,Appartement,1,22.73,48.8664251,2.3695916
Vente,324192.0,Appartement,2,31.58,48.8284748,2.3167121
Vente,138560.0,Appartement,1,12.0,48.8714683,2.3773665
Vente,436000.0,Appartement,2,39.07,48.8345577,2.3252277
Vente,485000.0,Appartement,3,56.0,48.8449599,2.3694538
Vente,178990.0,Appartement,1,16.2,48.8459317,2.2833519
Vente,225000.0,Appartement,1,21.73,48.8484498,2.2992309
Vente,7000.0,Appartement,3,60.0,48.8499239,2.378082
Vente,2430000.0,Appartement,5,132.25,48.8496951,2.3266876
Vente,426000.0,Appartement,2,51.56,48.8282838,2.3079543
Vente,445000.0,Appartement,2,47.04,48.8361673,2.391018
Vente,285000.0,Appartement,2,26.89,48.8380613,2.3901538
Vente,449300.0,Appartement,2,50.0,48.8354772,2.2898761
Vente,342000.0,Appartement,2,32.0,48.8221034,2.361223
Vente,1301500.0,Appartement,4,122.76,48.8509477,2.2939564
Vente,1301500.0,Appartement,2,122.76,48.8509477,2.2939564
Vente,490000.0,Appartement,2,48.0,48.8464113,2.3821848
Vente,1250000.0,Appartement,4,72.07,48.8590113,2.374887
Vente,1250000.0,Appartement,3,75.24,48.8590113,2.374887
Vente,797237.0,Appartement,2,61.22,48.8668031,2.2747956
Vente,236500.0,Appartement,1,23.0,48.8297204,2.352607
Vente,6000000.0,Appartement,6,172.0,48.846024,2.3322639
Vente,788000.0,Appartement,3,78.6,48.8428276,2.3239397
Vente,127000.0,Appartement,1,22.0,48.8414009,2.3932841
Vente,0.0,Appartement,1,32.0,48.8411937,2.2809295
Vente,455000.0,Appartement,2,49.82,48.8391292,2.290947
Vente,1280000.0,Appartement,3,70.69,48.8573922,2.3352335
Vente,362200.0,Appartement,1,29.84,48.8363321,2.29757
Vente,3100000.0,Appartement,4,215.0,48.8721841,2.2876757
Vente,746500.0,Appartement,4,84.06,48.8397981,2.4031672
Vente,433700.0,Appartement,2,33.0,48.843588,2.301252
Vente,895000.0,Appartement,2,64.05,48.8558865,2.3366385
Vente,783845.0,Appartement,3,71.0,48.8596777,2.3808525
Vente,1400000.0,Appartement,4,116.0,48.8464049,2.2724547
Vente,245230.0,Appartement,3,28.0,48.8280508,2.3489213
Vente,543150.0,Appartement,2,42.04,48.8382866,2.3535959
Vente,291000.0,Appartement,1,27.0,48.8658228,2.3780126
Vente,230000.0,Appartement,2,27.33,48.8559081,2.391465
Vente,812000.0,Appartement,4,63.06,48.8582476,2.3098314
Vente,375000.0,Appartement,1,29.0,48.8345781,2.2999872
Vente,315000.0,Appartement,2,27.07,48.8397862,2.4018947
Vente,703000.0,Appartement,3,67.24,48.8556689,2.3840057
Vente,260000.0,Appartement,1,27.0,48.8466687,2.2804414
Vente,807971.0,Appartement,3,79.51,48.8448786,2.2583483
Vente,1500.0,Appartement,6,181.0,48.8616645,2.3085709
Vente,720000.0,Appartement,3,68.0,48.8312605,2.3159366
Vente,177000.0,Appartement,1,14.0,48.8469288,2.2724323
Vente,525680.0,Appartement,2,48.0,48.8716427,2.2925056
Vente,1236200.0,Appartement,3,97.27,48.8295775,2.3245668
Vente,2265650.0,Appartement,4,197.25,48.8518705,2.2700493
Vente,435000.0,Appartement,2,41.42,48.8423934,2.3988578
Vente,330000.0,Appartement,3,36.5,48.825168,2.3622428
Vente,348000.0,Appartement,2,36.0,48.8369271,2.346992
Vente,420940.0,Appartement,3,42.31,48.8611817,2.3798074
Vente,309500.0,Appartement,2,26.69,48.8567217,2.3858955
Vente,740000.0,Appartement,4,80.07,48.8426372,2.4024701
Vente,285000.0,Appartement,1,24.21,48.8552649,2.3812033
Vente,572200.0,Appartement,3,68.5,48.832786049999996,2.3663143315434034
Vente,315000.0,Appartement,2,43.0,48.8208252,2.3644401
Vente,387000.0,Appartement,1,17.0,48.8446107,2.4026567
Vente,387000.0,Appartement,1,36.28,48.8446107,2.4026567
Vente,150000.0,Appartement,2,20.6,48.8498293,2.3699731
Vente,161000.0,Appartement,1,16.0,48.8231968,2.3601944
Vente,225000.0,Appartement,1,21.0,48.8238392,2.3550743
Vente,232000.0,Appartement,1,17.93,48.8462297,2.3512863
Vente,383877.0,Appartement,2,42.64,48.8434424,2.3877797
Vente,300000.0,Appartement,1,29.27,48.8381351,2.4059165
Vente,190000.0,Appartement,1,18.0,48.8432138,2.313265
Vente,225000.0,Appartement,1,18.66,48.852941,2.3457489
Vente,706000.0,Appartement,3,65.16,48.8505338,2.2939512
Vente,430000.0,Appartement,2,46.22,48.8450117,2.3825623
Vente,900000.0,Appartement,2,43.33,48.8449534,2.3955204
Vente,900000.0,Appartement,2,40.81,48.8449534,2.3955204
Vente,681000.0,Appartement,2,38.07,48.8553762,2.3308358
Vente,1548000.0,Appartement,2,71.11,48.8402719,2.3299508
Vente,187100.0,Appartement,1,15.62,48.8488426,2.3788515
Vente,460000.0,Appartement,3,43.92,48.8446998,2.3546168
Vente,285000.0,Appartement,1,17.58,48.8550757,2.3397091
Vente,1060000.0,Appartement,4,91.92,48.8429124,2.2681668
Vente,573650.0,Appartement,2,59.85,48.8502084,2.3925154
Vente,880000.0,Appartement,2,79.1,48.8391365,2.3608254
Vente,880000.0,Appartement,2,43.0,48.8391365,2.3608254
Vente,225000.0,Appartement,1,21.92,48.8537863,2.2769497
Vente,600000.0,Appartement,3,57.43,48.8746081,2.2876357
Vente,699000.0,Appartement,3,71.89,48.8576416,2.3922072
Vente,324000.0,Appartement,2,32.73,48.8333537,2.3431502
Vente,982350.0,Appartement,2,77.23,48.8440836,2.3273178
Vente,370000.0,Appartement,2,34.25,48.8418654,2.3003581
Vente,1139600.0,Appartement,5,75.01,48.8501299,2.3173965
Vente,403000.0,Appartement,2,38.79,48.843527,2.300923
Vente,1930000.0,Appartement,4,111.97,48.8402719,2.3299508
Vente,825000.0,Appartement,2,77.14,48.8571922,2.3907193
Vente,825000.0,Appartement,3,92.6,48.8390107,2.2819418
Vente,790000.0,Appartement,3,77.39,48.847706,2.4030829
Vente,269000.0,Appartement,2,26.8,48.8440831,2.2923706
Vente,648400.0,Appartement,2,44.0,48.8412909,2.3545266
Vente,464000.0,Appartement,2,45.06,48.8307408,2.3406993
Vente,346500.0,Appartement,1,35.0,48.8413252,2.2586037
Vente,1180500.0,Appartement,3,89.28,48.8505319,2.2768136
Vente,443100.0,Appartement,2,40.1,48.8369554,2.2917748
Vente,283477.25,Appartement,2,35.0,48.8261221,2.3422671
Vente,647000.0,Appartement,2,60.27,48.8577737,2.374436
Vente,295000.0,Appartement,2,31.0,48.8267008,2.3107293
Vente,280000.0,Appartement,1,31.0,48.8434795,2.3168125
Vente,347000.0,Appartement,2,30.24,48.8405817,2.2878312
Vente,710000.0,Appartement,3,83.68,48.8305056,2.3522064
Vente,1071000.0,Appartement,4,117.0,48.8544433,2.3712272
Vente,355000.0,Appartement,1,31.94,48.8596758,2.3694912
Vente,352000.0,Appartement,2,30.18,48.8445163,2.3487141
Vente,600000.0,Appartement,3,63.99,48.8474296,2.3774482
Vente,291104.0,Appartement,1,22.15,48.8474782,2.2946526
Vente,368900.0,Appartement,1,34.39,48.8417228,2.3185829
Vente,505000.0,Appartement,3,58.49,48.8328234,2.2969541
Vente,931400.0,Appartement,3,75.77,48.8558784,2.3751828
Vente,1122900.0,Appartement,5,86.0,48.8436419,2.2927063
Vente,800000.0,Appartement,3,66.0,48.8426231,2.3058795
Vente,230000.0,Appartement,2,23.28,48.8382153,2.4026717
Vente,883200.0,Appartement,2,75.72,48.877873,2.279053
Vente,267500.0,Appartement,2,26.3,48.8440847,2.387646
Vente,176000.0,Appartement,1,19.0,48.822955,2.3592478
Vente,302000.0,Appartement,1,29.71,48.8380843,2.3565477
Vente,290500.0,Appartement,1,10.08,48.8580408,2.2753943
Vente,452000.0,Appartement,2,43.0,48.8431153,2.2934426
Vente,966000.0,Appartement,3,89.03,48.8691425,2.3730579
Vente,294990.0,Appartement,1,24.58,48.8455022,2.3930981
Vente,613000.0,Appartement,3,55.04,48.8610964,2.3860486
Vente,250000.0,Appartement,1,26.7,48.8658228,2.3780126
Vente,1991000.0,Appartement,5,118.59,48.8338411,2.2872109
Vente,368000.0,Appartement,2,38.05,48.8260463,2.3318076
Vente,670000.0,Appartement,3,70.21,48.8482206,2.2901305
Vente,436000.0,Appartement,3,44.14,48.8374096,2.4009215
Vente,1127750.0,Appartement,4,129.4,48.8566338,2.3019717
Vente,1010500.0,Appartement,3,79.0,48.8750992,2.2819451
Vente,1704762.0,Appartement,5,107.77,48.8419986,2.334309
Vente,410000.0,Appartement,2,34.95,48.866122,2.2826346
Vente,495000.0,Appartement,3,58.63,48.8489962,2.2907357
Vente,953000.0,Appartement,3,86.73,48.8746131,2.2826685
Vente,377850.0,Appartement,1,40.48,48.8433181,2.3889782
Vente,3370000.0,Appartement,4,108.19,48.8563635,2.2819603
Vente,3370000.0,Appartement,3,67.6,48.856065,2.2816251
Vente,470000.0,Appartement,3,50.15,48.8437112,2.3824222
Vente,390000.0,Appartement,3,36.64,48.8243358,2.3238091
Vente,770000.0,Appartement,3,63.43,48.8629456,2.3722924
Vente,220000.0,Appartement,1,17.32,48.8407986,2.3497291
Vente,662000.0,Appartement,2,53.46,48.857293,2.3264845
Vente,235302.0,Appartement,1,26.0,48.8352237,2.3003531
Vente,2700000.0,Appartement,7,214.0,48.8425094,2.3411536
Vente,1275000.0,Appartement,4,99.84,48.8546909,2.2766071
Vente,150000.0,Appartement,1,12.6,48.8357384,2.3983976
Vente,300000.0,Appartement,1,26.8,48.8579456,2.3070273
Vente,1500.0,Appartement,3,61.0,48.8328234,2.2969541
Vente,1243002.0,Appartement,4,119.26,48.8404676,2.2906226
Vente,525952.0,Appartement,2,53.88,48.8342674,2.4012785
Vente,650000.0,Appartement,2,58.6,48.8687643,2.3764453
Vente,1019000.0,Appartement,4,95.5,48.8422527,2.3011636
Vente,492000.0,Appartement,3,40.84,48.8310231,2.3237656
Vente,845000.0,Appartement,2,63.0,48.8674154,2.2821855
Vente,210000.0,Appartement,1,20.27,48.8596351,2.3745259
Vente,430000.0,Appartement,3,42.84,48.8570621,2.3817062
Vente,375000.0,Appartement,3,41.0,48.8611637,2.369123
Vente,663270.0,Appartement,3,103.75999999999999,48.8609511,2.3809634
Vente,1710969.0,Appartement,3,82.0,48.8458522,2.394739
Vente,220000.0,Appartement,1,27.01,48.8422467,2.3928958
Vente,415000.0,Appartement,2,37.77,48.8533426,2.287335
Vente,265000.0,Appartement,2,24.0,48.8378787,2.2864417
Vente,517551.0,Appartement,2,49.19,48.8509838,2.3918895
Vente,580000.0,Appartement,5,91.79,48.8208252,2.3644401
Vente,365500.0,Appartement,2,31.92,48.8441784,2.298507
Vente,643200.0,Appartement,4,71.8,48.8615823,2.370625
Vente,679500.0,Appartement,3,63.27,48.8323272,2.3379326
Vente,364000.0,Appartement,2,35.48,48.8454716,2.4036492
Vente,570000.0,Appartement,3,50.6,48.8590162,2.3744016
Vente,498000.0,Appartement,2,35.56,48.84916,2.34025
Vente,658000.0,Appartement,3,60.04,48.8335885,2.3094645
Vente,286500.0,Appartement,1,18.25,48.8518459,2.3343386
Vente,844000.0,Appartement,4,80.01,48.8548907,2.370799
Vente,264000.0,Appartement,1,24.78,48.8476218,2.3790105
Vente,317930.0,Appartement,1,22.0,48.8419807,2.352617
Vente,452000.0,Appartement,2,40.5,48.8324349,2.3375446
Vente,500000.0,Appartement,2,49.75,48.8317862,2.3108208
Vente,470000.0,Appartement,2,30.71,48.8398369,2.3469042
Vente,635000.0,Appartement,2,56.21,48.8627328,2.381789
Vente,3130000.0,Appartement,3,137.25,48.8437187,2.3539611
Vente,3130000.0,Appartement,4,137.25,48.8437187,2.3539611
Vente,1660000.0,Appartement,5,125.03,48.8671756,2.2766277
Vente,1549365.0,Appartement,5,113.0,48.8421494,2.3244468
Vente,513000.0,Appartement,3,48.46,48.8686366,2.3722724
Vente,488186.0,Appartement,2,40.67,48.8563915,2.3692242
Vente,713600.0,Appartement,4,76.62,48.8402602,2.2655865
Vente,989800.0,Appartement,2,81.4,48.8561365,2.2677346
Vente,525000.0,Appartement,2,49.18,48.8373983,2.289924
Vente,670000.0,Appartement,4,134.3,48.8330068,2.3535567
Vente,330000.0,Appartement,2,38.16,48.8287079,2.3655441
Vente,544000.0,Appartement,2,39.68,48.8489377,2.3045331
Vente,370000.0,Appartement,3,34.0,48.8657835,2.2726465
Vente,402000.0,Appartement,2,41.88,48.8500286,2.2891336
Vente,870000.0,Appartement,3,64.2,48.8516241,2.339497
Vente,325000.0,Appartement,1,34.03,48.8201,2.3427509
Vente,1768000.0,Appartement,3,95.2,48.8441056,2.3480136
Vente,731700.0,Appartement,3,67.51,48.8554176,2.3895108
Vente,528260.0,Appartement,2,49.07,48.8493651,2.291455
Vente,712000.0,Appartement,4,62.62,48.8347594,2.3596873
Vente,292450.0,Appartement,2,26.15,48.8541047,2.3877071
Vente,340000.0,Appartement,2,30.38,48.839626,2.3367009
Vente,230000.0,Appartement,1,20.0,48.8639723,2.3733539
Vente,266850.0,Appartement,2,24.66,48.8619864,2.3852886
Vente,432950.0,Appartement,2,65.3,48.8464428,2.386236
Vente,1682582.6,Appartement,5,115.0,48.8473604,2.3301033
Vente,1682582.6,Appartement,1,12.0,48.8473604,2.3301033
Vente,187000.0,Appartement,1,17.0,48.8497361,2.3726641
Vente,927100.0,Appartement,4,91.78,48.840143,2.2631758
Vente,237000.0,Appartement,1,16.0,48.8481901,2.3542032
Vente,217000.0,Appartement,2,24.26,48.8283765,2.3524143
Vente,90000.0,Appartement,1,9.0,48.8452048,2.3193659
Vente,380000.0,Appartement,2,42.83,48.8422786,2.3532338
Vente,540000.0,Appartement,3,68.66,48.825379,2.3618208
Vente,280000.0,Appartement,1,30.62,48.8234218,2.3611637
Vente,220000.0,Appartement,1,17.95,48.8553663,2.339798
Vente,501458.0,Appartement,3,47.68,48.8394208,2.3011516
Vente,440000.0,Appartement,1,30.98,48.8447565,2.3505373
Vente,405000.0,Appartement,3,36.15,48.8435698,2.3065809
Vente,1860703.0,Appartement,1,8.0,48.8398135,2.3012294
Vente,1860703.0,Appartement,4,116.0,48.8398135,2.3012294
Vente,1360000.0,Appartement,5,115.33,48.8540056,2.2706989
Vente,483000.0,Appartement,2,43.38,48.8465363,2.3893808
Vente,345000.0,Appartement,2,56.0,48.8709179,2.376563
Vente,312000.0,Appartement,1,28.32,48.8296575,2.3133629
Vente,275000.0,Appartement,1,21.53,48.8605169,2.3057126
Vente,1658000.0,Appartement,4,96.98,48.8395058,2.346697
Vente,232000.0,Appartement,1,20.2,48.844892,2.2820013
Vente,385000.0,Appartement,2,35.95,48.8442855,2.2963258
Vente,923440.0,Appartement,3,69.0,48.8565199,2.3242857
Vente,508482.0,Appartement,3,50.03,48.8331333,2.2892163
Vente,210000.0,Appartement,1,20.0,48.8359231,2.2946969
Vente,950000.0,Appartement,3,80.28,48.8572188,2.2846352
Vente,1242000.0,Appartement,5,123.6,48.8483527,2.3714773
Vente,292800.0,Appartement,1,28.0,48.8607277,2.3057527
Vente,2000.0,Appartement,3,89.0,48.8553276,2.3839677
Vente,10000.0,Appartement,4,135.0,48.8637423,2.2825775
Vente,638000.0,Appartement,3,55.68,48.8382224,2.3482182
Vente,140000.0,Appartement,3,51.0,48.844495,2.3023368
Vente,1329000.0,Appartement,3,99.95,48.8711387,2.2870678
Vente,456311.0,Appartement,2,38.09,48.8352722,2.3256996
Vente,175000.0,Appartement,1,17.95,48.8232277,2.3603145
Vente,630000.0,Appartement,3,52.37,48.8352415,2.292173
Vente,730000.0,Appartement,3,71.24,48.8657025,2.379406
Vente,473000.0,Appartement,2,47.0,48.8549175,2.3748657
Vente,265000.0,Appartement,2,26.34,48.8493452,2.3850905
Vente,50000.0,Appartement,5,120.0,48.8440243,2.3064483
Vente,220000.0,Appartement,2,19.0,48.8517067,2.3125359
Vente,220000.0,Appartement,1,30.0,48.8517067,2.3125359
Vente,700000.0,Appartement,2,180.35999999999999,48.8653095,2.3725992
Vente,600000.0,Appartement,2,25.0,48.8609856,2.3015591
Vente,170000.0,Appartement,1,12.21,48.8430432,2.349214
Vente,760000.0,Appartement,3,71.0,48.8518513,2.3834678
Vente,795000.0,Appartement,3,78.0,48.8386684,2.2967885
Vente,1200000.0,Appartement,5,118.0,48.8661285,2.2887
Vente,660.0,Appartement,1,21.0,48.8657958,2.3655669
Vente,1020000.0,Appartement,1,24.17,48.85593,2.3170297
Vente,1020000.0,Appartement,3,66.5,48.85593,2.3170297
Vente,5280.0,Appartement,1,17.0,48.8657958,2.3655669
Vente,275000.0,Appartement,1,26.99,48.8395057,2.3001349
Vente,393790.0,Appartement,2,42.9,48.8363063,2.3908779
Vente,845000.0,Appartement,3,54.5,48.8557686,2.3402845
Vente,190000.0,Appartement,1,15.88,48.8288036,2.3477606
Vente,500000.0,Appartement,1,17.0,48.8270676,2.3708482
Vente,500000.0,Appartement,2,50.45,48.8271253,2.3707996
Vente,640800.0,Appartement,3,71.03,48.839072,2.4083386
Vente,253000.0,Appartement,2,23.0,48.8576594,2.3764743
Vente,343000.0,Appartement,1,22.6,48.8447728,2.3242125
Vente,440000.0,Appartement,3,36.94,48.8624181,2.3727185
Vente,650000.0,Appartement,3,63.4,48.8452215,2.4086457
Vente,600000.0,Appartement,3,42.49,48.8485557,2.3185539
Vente,212000.0,Appartement,2,19.0,48.8339257,2.3226441
Vente,350000.0,Appartement,1,36.27,48.8405378,2.2590235
Vente,255000.0,Appartement,2,25.9,48.8260828,2.359028
Vente,399900.0,Appartement,2,35.13,48.8490246,2.2941928
Vente,514000.0,Appartement,2,49.0,48.8246371,2.324657
Vente,390000.0,Appartement,2,64.0,48.8252605,2.349651
Vente,325000.0,Appartement,2,29.73,48.8362584,2.399125
Vente,897000.0,Appartement,3,71.0,48.8563092,2.3907738
Vente,350000.0,Appartement,2,32.3,48.8664178,2.3727529
Vente,460000.0,Appartement,2,40.18,48.8309687,2.3283855
Vente,310000.0,Appartement,1,39.0,48.8556229,2.389559
Vente,310000.0,Appartement,2,32.0,48.8297228,2.3303766
Vente,1004350.0,Appartement,2,72.11,48.8488586,2.2719264
Vente,410500.0,Appartement,1,34.7,48.8601381,2.3682087
Vente,596800.0,Appartement,3,55.72,48.8495221,2.2989026
Vente,949000.0,Appartement,5,105.82,48.8361119,2.4003454
Vente,304000.0,Appartement,2,32.36,48.8686233,2.371312
Vente,527220.0,Appartement,2,46.0,48.8351638,2.3609876
Vente,645000.0,Appartement,1,69.0,48.8477553,2.2717674
Vente,620000.0,Appartement,4,51.26,48.847709,2.2696894
Vente,835000.0,Appartement,4,92.61,48.8439125,2.2711642
Vente,45937.5,Appartement,1,26.0,48.8415744,2.3124277
Vente,1170000.0,Appartement,3,120.0,48.8538323,2.2772101
Vente,350000.0,Appartement,2,29.1,48.8342692,2.3285964
Vente,1315000.0,Appartement,3,68.08,48.8546431,2.3241187
Vente,715000.0,Appartement,3,65.57,48.8367597,2.2859243
Vente,528000.0,Appartement,3,61.0,48.8397875,2.4083442
Vente,460000.0,Appartement,3,41.53,48.8320787,2.3410866
Vente,208000.0,Appartement,1,17.59,48.8312465,2.3347123
Vente,315840.0,Appartement,2,32.01,48.8396905,2.2868024
Vente,750000.0,Appartement,2,63.05,48.8627117,2.2939785
Vente,320000.0,Appartement,2,30.0,48.8475365,2.3971358
Vente,320000.0,Appartement,3,52.0,48.8475365,2.3971358
Vente,840000.0,Appartement,4,83.52,48.8366311,2.3952683
Vente,205000.0,Appartement,2,24.34,48.862124,2.3846389
Vente,280000.0,Appartement,2,37.6,48.8221653,2.3629006
Vente,190000.0,Appartement,1,21.81,48.8448152,2.4062609
Vente,725000.0,Appartement,3,67.0,48.8473132,2.2886841
Vente,2850000.0,Appartement,6,145.0,48.8614725,2.3721304
Vente,1490385.0,Appartement,4,126.0,48.8586923,2.2658196
Vente,868600.0,Appartement,3,77.0,48.8492812,2.3921084
Vente,360000.0,Appartement,2,28.34,48.8406612,2.322594
Vente,635000.0,Appartement,3,74.58,48.8252184,2.3414215
Vente,498000.0,Appartement,3,52.61,48.8277277,2.3315163
Vente,300000.0,Appartement,1,20.39,48.8575801,2.3017821
Vente,385000.0,Appartement,2,26.1,48.8695838,2.3698985
Vente,371250.0,Appartement,2,33.3,48.8611113,2.3802399
Vente,615000.0,Appartement,2,61.35,48.8587441,2.2803554
Vente,667500.0,Appartement,3,50.34,48.8401525,2.3497287
Vente,417710.0,Appartement,1,34.72,48.8507123,2.2999707
Vente,148000.0,Appartement,1,11.12,48.841818,2.3254415
Vente,420000.0,Appartement,3,49.0,48.8274311,2.3587323
Vente,568000.0,Appartement,3,52.0,48.8460357,2.382516
Vente,687000.0,Appartement,3,67.02,48.8309245,2.3175989
Vente,6500.0,Appartement,4,90.0,48.850638,2.3866117
Vente,710000.0,Appartement,3,68.32,48.8545481,2.387713
Vente,780500.0,Appartement,4,87.7,48.8380662,2.29482
Vente,449500.0,Appartement,2,37.76,48.8362137,2.3237529
Vente,352150.0,Appartement,2,35.89,48.8387657,2.2864942
Vente,617000.0,Appartement,3,53.93,48.8453979,2.4027452
Vente,790000.0,Appartement,3,72.0,48.8658594,2.27943
Vente,890650.0,Appartement,4,76.03,48.8489728,2.3770997
Vente,159900.0,Appartement,1,16.32,48.8563092,2.3907738
Vente,293760.0,Appartement,2,42.58,48.8547654,2.3768497
Vente,440000.0,Appartement,2,38.0,48.8246268,2.3300918
Vente,1270000.0,Appartement,4,108.77,48.8699004,2.2782106
Vente,510000.0,Appartement,1,40.96,48.8550183,2.3039982
Vente,50000.0,Appartement,1,10.0,48.8423367,2.2622245
Vente,509840.0,Appartement,2,48.82,48.8439293,2.3962735
Vente,562000.0,Appartement,3,45.65,48.8433471,2.3853234
Vente,178500.0,Appartement,1,18.44,48.8352566,2.3036388
Vente,250000.0,Appartement,1,17.0,48.8542436,2.379679
Vente,330000.0,Appartement,3,33.95,48.847706,2.4030829
Vente,398000.0,Appartement,2,36.42,48.8278357,2.3714638
Vente,1489740.0,Appartement,4,100.11,48.8309445,2.3713997
Vente,509000.0,Appartement,3,60.12,48.8331507,2.3958891
Vente,362330.0,Appartement,2,35.14,48.8358324,2.2948167
Vente,305000.0,Appartement,1,33.36,48.8457215,2.3847557
Vente,315000.0,Appartement,1,25.72,48.8459034,2.3438854
Vente,530000.0,Appartement,2,37.33,48.843752,2.303306
Vente,317000.0,Appartement,1,36.0,48.8288301,2.35581
Vente,690000.0,Appartement,2,57.89,48.8479912,2.2615885
Vente,541390.0,Appartement,3,59.0,48.8367171,2.2955933
Vente,370000.0,Appartement,6,110.0,48.8241997,2.3544569
Vente,623500.0,Appartement,3,53.86,48.8525232,2.3862526
Vente,3154200.0,Appartement,6,190.0,48.839404,2.3049692
Vente,315000.0,Appartement,1,30.0,48.8446145,2.2857003
Vente,690000.0,Appartement,3,64.0,48.8531504,2.3773721
Vente,380310.0,Appartement,2,29.81,48.8523495,2.3849037
Vente,610000.0,Appartement,3,56.0,48.8322263,2.317368
Vente,538800.0,Appartement,2,52.0,48.830267,2.3045374
Vente,420000.0,Appartement,2,38.09,48.837962,2.3510453
Vente,237000.0,Appartement,2,20.0,48.8558301,2.3056022
Vente,790322.0,Appartement,4,89.06,48.8340817,2.2877452
Vente,970000.0,Appartement,4,81.55,48.8423927,2.2860286
Vente,330000.0,Appartement,1,32.0,48.8542989,2.3833507
Vente,496850.0,Appartement,2,32.53,48.8577033,2.3166709
Vente,313000.0,Appartement,2,20.0,48.8375234,2.3361473
Vente,556180.0,Appartement,3,49.0,48.8330561,2.3176873
Vente,668000.0,Appartement,2,63.0,48.8323109,2.3232281
Vente,3000000.0,Appartement,5,180.0,48.8556767,2.33766
Vente,750000.0,Appartement,3,68.54,48.8669732,2.3731112
Vente,150000.0,Appartement,6,129.0,48.8575728,2.3683219
Vente,136300.0,Appartement,1,29.0,48.8693778,2.3781165
Vente,620000.0,Appartement,3,64.8,48.8552718,2.3694803
Vente,400000.0,Appartement,2,38.34,48.8451447,2.3112242
Vente,1255000.0,Appartement,3,100.0,48.8489377,2.3045331
Vente,175000.0,Appartement,1,15.0,48.8483965,2.371826
Vente,1021500.0,Appartement,3,71.0,48.8683896,2.2741075
Vente,828000.0,Appartement,2,69.09,48.8404582,2.3491628
Vente,584000.0,Appartement,2,40.0,48.8576594,2.3764743
Vente,515000.0,Appartement,1,46.91,48.8404582,2.3491628
Vente,470000.0,Appartement,2,34.31,48.8399737,2.3327191
Vente,2100000.0,Appartement,4,84.0,48.8610697,2.3075708
Vente,5000.0,Appartement,4,86.0,48.8260948,2.3447522
Vente,1101942.0,Appartement,4,107.0,48.8441348,2.2949799
Vente,400000.0,Appartement,2,37.0,48.8574918,2.3818993
Vente,188000.0,Appartement,1,31.87,48.8351653,2.3957601
Vente,853150.0,Appartement,3,69.0,48.8679191,2.2980743
Vente,501100.0,Appartement,3,47.0,48.8390244,2.3595775
Vente,230000.0,Appartement,1,18.8,48.8598338,2.3808155
Vente,749000.0,Appartement,4,68.1,48.8265073,2.3275548
Vente,485000.0,Appartement,3,47.64,48.8337932,2.3547365
Vente,309000.0,Appartement,1,25.1,48.8389612,2.2910764
Vente,148000.0,Appartement,6,15.05,48.8566927,2.2746242
Vente,384450.0,Appartement,2,35.63,48.8253349,2.3465129
Vente,285000.0,Appartement,3,57.0,48.8482313,2.2929685
Vente,358000.0,Appartement,2,36.81,48.8517839,2.3905206
Vente,275850.0,Appartement,2,34.21,48.8377939,2.3909227
Vente,1200.0,Appartement,5,84.0,48.8655935,2.2888293
Vente,965000.0,Appartement,2,68.21,48.8553749,2.2805847
Vente,590000.0,Appartement,3,56.0,48.8671199,2.3707167
Vente,352580.0,Appartement,1,37.4,48.8518705,2.2700493
Vente,3970000.0,Appartement,6,214.92999999999998,48.8545275,2.3189727
Vente,610000.0,Appartement,2,48.5,48.8547121,2.3766717
Vente,210476.0,Appartement,1,14.64,48.8558559,2.3057189
Vente,1075000.0,Appartement,3,96.61,48.8457968,2.2582907
Vente,770000.0,Appartement,2,53.39,48.8478449,2.34114
Vente,376450.0,Appartement,1,39.53,48.8449832,2.3195007
