Adresse,location,Latitude,Longitude
13 RUE DE LA FELICITE 75017 PARIS FRANCE,"13, Rue de la Félicité, Quartier des Batignolles, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France",48.8867649,2.3098298
16 BD DES BATIGNOLLES 75017 PARIS FRANCE,"16, Boulevard des Batignolles, Quartier des Batignolles, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France",48.883353,2.3256252
3 RUE CAMILLE TAHAN 75018 PARIS FRANCE,"3, Rue Camille Tahan, Quartier des Grandes-Carrières, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",48.8867997,2.3287254
73 RUE DULONG 75017 PARIS FRANCE,"73, Rue Dulong, Quartier des Batignolles, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France",48.8864347,2.3147739
107 RUE DU MONT CENIS 75018 PARIS FRANCE,"107, Rue du Mont Cenis, Quartier de Clignancourt, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",48.8945662,2.3454075
9 PAS SAINTE AVOIE 75003 PARIS FRANCE,"9, Passage Sainte-Avoie, Quartier des Archives, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France",48.8606388,2.3559438
33 RUE MARC SEGUIN 75018 PARIS FRANCE,"33, Rue Marc Séguin, Quartier de la Chapelle, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",48.8920449,2.3607736
104 RUE DE RICHELIEU 75002 PARIS FRANCE,"104, Rue de Richelieu, Quartier Vivienne, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France",48.8711832,2.3397534
72 BD DE LA VILLETTE 75019 PARIS FRANCE,"72, Boulevard de la Villette, Quartier du Combat, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France",48.8755915,2.3733856
7 RUE DE L ECHIQUIER 75010 PARIS FRANCE,"7, Rue de l'Échiquier, Quartier de la Porte-Saint-Denis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France",48.8710768,2.3524827
89 RUE DES PYRENEES 75020 PARIS FRANCE,"89, Rue des Pyrénées, Quartier de Charonne, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France",48.854423,2.4054533
100 RUE ORFILA 75020 PARIS FRANCE,"100, Rue Orfila, Quartier du Père-Lachaise, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France",48.8677888,2.3996896
51 RUE RAMUS 75020 PARIS FRANCE,"51, Rue Ramus, Quartier du Père-Lachaise, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France",48.863183,2.3981519
9 RUE DE ROCHECHOUART 75009 PARIS FRANCE,"9, Rue Marguerite de Rochechouart, Quartier de Rochechouart, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France",48.8770896,2.3444789
83 RUE DE ROCHECHOUART 75009 PARIS FRANCE,"83, Rue Marguerite de Rochechouart, Quartier de Rochechouart, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France",48.8823991,2.3465989
33 RUE DES ALOUETTES 75019 PARIS FRANCE,"33, Rue des Alouettes, Quartier du Combat, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France",48.8783612,2.3854713
6 RUE CATULLE MENDES 75017 PARIS FRANCE,"6, Rue Catulle Mendès, Quartier de la Plaine-de-Monceau, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France",48.886643,2.2915417
30 RUE MYRHA 75018 PARIS FRANCE,"30, Rue Myrha, Quartier de la Goutte-d'Or, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",48.8872001,2.3539639
71 RUE LAUGIER 75017 PARIS FRANCE,"71, Rue Laugier, Quartier des Ternes, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France",48.8841746,2.2921818
8 RUE DE TRETAIGNE 75018 PARIS FRANCE,"8, Rue de Trétaigne, Quartier de Clignancourt, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",48.8917017,2.3422174
5 RUE SEVESTE 75018 PARIS FRANCE,"5, Rue Seveste, Quartier de Clignancourt, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",48.8836215,2.3448154
21 RUE MONTMARTRE 75001 PARIS FRANCE,"Rue Montmartre, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",48.8646686,2.3451846
30 RUE DU FBG ST MARTIN 75010 PARIS FRANCE,,,
24 RUE DUHESME 75018 PARIS FRANCE,"24, Rue Duhesme, Quartier des Grandes-Carrières, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",48.8909738,2.3391151
54 RUE DE LA PY 75020 PARIS FRANCE,"54, Rue de la Py, Quartier Saint-Fargeau, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France",48.8658774,2.4043057
11 RUE PIERRE FONTAINE 75009 PARIS FRANCE,"11, Rue Pierre Fontaine, Quartier Saint-Georges, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France",48.8812018,2.3343854
131 BD NEY 75018 PARIS FRANCE,"131, Boulevard Ney, Quartier de la Goutte-d'Or, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",48.8975185,2.3325048
14 RUE TESSON 75010 PARIS FRANCE,"14, Rue Tesson, Quartier de l'Hôpital Saint-Louis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France",48.8712244,2.372027
60 RUE DU CHATEAU D EAU 75010 PARIS FRANCE,"60, Rue du Château d'Eau, Quartier de la Porte-Saint-Martin, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France",48.872169,2.3563128
22 RUE VICQ D AZIR 75010 PARIS FRANCE,"22, Rue Vicq d'Azir, Quartier de l'Hôpital Saint-Louis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France",48.8760832,2.3713063
136 RUE DES PYRENEES 75020 PARIS FRANCE,"136, Rue des Pyrénées, Quartier de Charonne, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France",48.8589039,2.4025952
49 RUE CUSTINE 75018 PARIS FRANCE,"Il Padrino, 49, Rue Custine, Quartier de Clignancourt, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",48.8894061,2.3439862
39 RUE DES MONTIBOEUFS 75020 PARIS FRANCE,"39, Rue des Montibœufs, Quartier Saint-Fargeau, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France",48.8670615,2.4040399
146 BD DE MENILMONTANT 75020 PARIS FRANCE,"146, Boulevard de Ménilmontant, Quartier du Père-Lachaise, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France",48.8667225,2.3837379
24 RUE D ORSEL 75018 PARIS FRANCE,"24, Rue d'Orsel, Quartier de Clignancourt, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",48.8838709,2.3439831
41 RUE COQUILLIERE 75001 PARIS FRANCE,"41, Rue Coquillière, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",48.8645486,2.340751
16 AV DE WAGRAM 75008 PARIS FRANCE,"Avenue de Wagram, Quartier du Faubourg-du-Roule, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France",48.8763891,2.2969275
17 RUE DE BERNE 75008 PARIS FRANCE,"17, Rue de Berne, Quartier de l'Europe, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France",48.8808883,2.3231296
28 RUE BEAUBOURG 75003 PARIS FRANCE,"28, Rue Beaubourg, Quartier Sainte-Avoye, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France",48.8619636,2.3540234
5 RUE JEAN LECLAIRE 75017 PARIS FRANCE,"5, Rue Jean Leclaire, Quartier des Épinettes, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France",48.8938477,2.3255029
11 RUE MONTCALM 75018 PARIS FRANCE,"11, Rue Montcalm, Quartier des Grandes-Carrières, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",48.8923744,2.3362148
170 AV PARMENTIER 75010 PARIS FRANCE,"170;172, Avenue Parmentier, Quartier de l'Hôpital Saint-Louis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France",48.8719571,2.369759
5 RUE DES FILLES DU CALVAIRE 75003 PARIS FRANCE,"Papier Tigre, 5, Rue des Filles du Calvaire, Quartier des Enfants-Rouges, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France",48.8623631,2.365076
135 RUE DE BELLEVILLE 75019 PARIS FRANCE,"Rue de Belleville, Quartier du Combat, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France",48.8746653,2.387361
5 RUE ORFILA 75020 PARIS FRANCE,"5, Rue Orfila, Quartier du Père-Lachaise, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France",48.8656209,2.3950969
38 RUE VILLIERS ISLE ADAM 75020 PARIS FRANCE,,,
5 RUE HOUDON 75018 PARIS FRANCE,"5, Rue Houdon, Quartier des Grandes-Carrières, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",48.882824,2.3381476
96 RUE GEORGES LARDENNOIS 75019 PARIS FRANCE,"96, Rue Georges Lardennois, Quartier du Combat, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France",48.876908,2.376585
27 AV SECRETAN 75019 PARIS FRANCE,"Avenue Secrétan, Quartier de la Villette, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France",48.881627,2.3723027
4 RUE DU TUNNEL 75019 PARIS FRANCE,"4, Rue du Tunnel, Quartier du Combat, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France",48.8790231,2.3853332
47 RUE GUERSANT 75017 PARIS FRANCE,"47, Rue Guersant, Quartier des Ternes, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France",48.8826002,2.2879131
55 RUE DES POISSONNIERS 75018 PARIS FRANCE,"55, Rue des Poissonniers, Quartier de Clignancourt, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",48.8899249,2.3514408
9 AV DE LAUMIERE 75019 PARIS FRANCE,"9, Avenue de Laumière, Quartier du Combat, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France",48.8831544,2.3809886
2 VLA DES NYMPHEAS 75020 PARIS FRANCE,"2, Villa des Nymphéas, Quartier Saint-Fargeau, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France",48.8698986,2.4074159
22 RUE DOUDEAUVILLE 75018 PARIS FRANCE,"22, Rue Doudeauville, Quartier de la Goutte-d'Or, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",48.8888327,2.3567233
51 RUE ARCHEREAU 75019 PARIS FRANCE,"51, Rue Archereau, Quartier de la Villette, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France",48.8920419,2.3747702
72 QUAI DE LA LOIRE 75019 PARIS FRANCE,"72-74, Quai de la Loire, Quartier de la Villette, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France",48.8866481,2.3776765
16 RUE DE JOINVILLE 75019 PARIS FRANCE,"16, Rue de Joinville, Quartier de la Villette, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France",48.8900993,2.3798044
24 RUE RODIER 75009 PARIS FRANCE,"24, Rue Rodier, Quartier de Rochechouart, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France",48.8784637,2.3428605
26 RUE DES TROIS FRERES 75018 PARIS FRANCE,"26, Rue des Trois Frères, Quartier de Clignancourt, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",48.8848752,2.3409189
12 RUE DU FBG POISSONNIERE 75010 PARIS FRANCE,,,
20 RUE DE LA LIBERTE 75019 PARIS FRANCE,"20, Rue de la Liberté, Quartier d'Amérique, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France",48.880987,2.393283
2 RUE CLAUDE POUILLET 75017 PARIS FRANCE,"2, Rue Claude Pouillet, Quartier des Batignolles, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France",48.8834208,2.3156525
12 RUE BOUCRY 75018 PARIS FRANCE,"12, Rue Boucry, Quartier de la Chapelle, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",48.8939768,2.3620801
53 RUE DE CLICHY 75009 PARIS FRANCE,"53, Rue de Clichy, Quartier Saint-Georges, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France",48.8807669,2.3286259
12 RUE ST MATHIEU 75018 PARIS FRANCE,"12, Rue Saint-Mathieu, Quartier de la Goutte-d'Or, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",48.886301,2.3545919
8 RUE EUGENE SUE 75018 PARIS FRANCE,"8, Rue Eugène Sue, Quartier de Clignancourt, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",48.8909201,2.3463055
181 RUE LA FAYETTE 75010 PARIS FRANCE,"181, Rue La Fayette, Quartier de l'Hôpital Saint-Louis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France",48.8801653,2.3599364
17 RUE VINCENT COMPOINT 75018 PARIS FRANCE,"17, Rue Vincent Compoint, Quartier des Grandes-Carrières, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",48.8957324,2.3385891
27 RUE YVES TOUDIC 75010 PARIS FRANCE,"Les Voisins, 27, Rue Yves Toudic, Quartier de la Porte-Saint-Martin, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France",48.871006,2.3627762
15 RUE PERDONNET 75010 PARIS FRANCE,"15, Rue Perdonnet, Quartier Saint-Vincent-de-Paul, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France",48.8837525,2.3606337
200 QUAI DE JEMMAPES 75010 PARIS FRANCE,"200, Quai de Jemmapes, Quartier de la Porte-Saint-Martin, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France",48.88047,2.3690318
1 VLA ALBERT ROBIDA 75019 PARIS FRANCE,"1-3, Villa Albert Robida, Quartier d'Amérique, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France",48.8789965,2.3908934
23 RUE DE BELLEVILLE 75019 PARIS FRANCE,"Rue de Belleville, Quartier du Combat, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France",48.8746653,2.387361
116 RUE LAMARCK 75018 PARIS FRANCE,"116, Rue Lamarck, Quartier des Grandes-Carrières, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",48.8906537,2.3339721
135 RUE DU FBG DU TEMPLE 75010 PARIS FRANCE,,,
43 RUE MARX DORMOY 75018 PARIS FRANCE,"43, Rue Marx Dormoy, Quartier de la Chapelle, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",48.8875637,2.3596447
51 RUE MONTCALM 75018 PARIS FRANCE,"51, Rue Montcalm, Quartier des Grandes-Carrières, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",48.8943235,2.3399447
52 RUE RAMUS 75020 PARIS FRANCE,"52, Rue Ramus, Quartier du Père-Lachaise, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France",48.8631603,2.3983712
3 RUE BUZELIN 75018 PARIS FRANCE,"3, Rue Buzelin, Quartier de la Chapelle, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",48.8901594,2.3637587
8 RUE ALFRED STEVENS 75009 PARIS FRANCE,"8, Rue Alfred Stevens, Quartier Saint-Georges, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France",48.8817478,2.3388143
98 RUE DE LA CHAPELLE 75018 PARIS FRANCE,"98, Rue de la Chapelle, Quartier de la Chapelle, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",48.8974232,2.3596277
22 AV DE FLANDRE 75019 PARIS FRANCE,"Hygiène Premium, 22, Avenue de Flandre, Quartier de la Villette, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France",48.8853138,2.3706283
40 RUE SAINT PAUL 75004 PARIS FRANCE,"40, Rue Saint-Paul, Quartier Saint-Gervais, Paris 4e Arrondissement, Paris, Île-de-France, France métropolitaine, 75004, France",48.8543886,2.3625639
52 RUE DE MAUBEUGE 75009 PARIS FRANCE,"Rue de Maubeuge, Quartier du Faubourg-Montmartre, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France",48.8764636,2.3410961
2 PAS DU MARCHE 75010 PARIS FRANCE,"2, Passage du Marché, Quartier de la Porte-Saint-Martin, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France",48.8709269,2.3577774
9 RUE ROGER BACON 75017 PARIS FRANCE,"9, Rue Roger Bacon, Quartier des Ternes, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France",48.8827189,2.289481
90 RUE DE L OURCQ 75019 PARIS FRANCE,"90, Rue de l'Ourcq, Quartier de la Villette, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France",48.8937159,2.3744826
8 RUE JULES DUMIEN 75020 PARIS FRANCE,"8, Rue Jules Dumien, Quartier Saint-Fargeau, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France",48.8694783,2.4011691
59 RUE AU MAIRE 75003 PARIS FRANCE,"59, Rue au Maire, Quartier des Arts-et-Métiers, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France",48.8649817,2.3545314
128 RUE DE COURCELLES 75017 PARIS FRANCE,"Rue de Courcelles, Quartier de la Plaine-de-Monceau, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France",48.8801375,2.3021682
25 RUE DES AMIRAUX 75018 PARIS FRANCE,"25, Rue des Amiraux, Quartier de Clignancourt, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",48.8947175,2.3498814
5 RUE FRAGONARD 75017 PARIS FRANCE,"Rue Fragonard, Quartier des Épinettes, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France",48.8944289,2.3159284
83 RUE VAUVENARGUES 75018 PARIS FRANCE,"83, Rue Vauvenargues, Quartier des Grandes-Carrières, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",48.8973407,2.3294476
69 RUE GRENETA 75002 PARIS FRANCE,"Rue Greneta, Quartier de Bonne-Nouvelle, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France",48.8654863,2.3479713
19 RUE LUCIEN SAMPAIX 75010 PARIS FRANCE,"19, Rue Lucien Sampaix, Quartier de la Porte-Saint-Martin, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France",48.8723817,2.3608685
106 BD PEREIRE 75017 PARIS FRANCE,"106-108, Boulevard Pereire, Quartier de la Plaine-de-Monceau, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France",48.8859887,2.2985075
76 AV DES CHAMPS ELYSEES 75008 PARIS FRANCE,"76, Avenue des Champs-Élysées, Quartier du Faubourg-du-Roule, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France",48.87117,2.3043491
137 RUE PELLEPORT 75020 PARIS FRANCE,"137, Rue Pelleport, Quartier Saint-Fargeau, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France",48.8729594,2.3976094
59 RUE JEAN-BAPTISTE PIGALLE 75009 PARIS FRANCE,"59, Rue Jean-Baptiste Pigalle, Quartier Saint-Georges, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France",48.8809014,2.3356194
13 RUE LEON GIRAUD 75019 PARIS FRANCE,"13, Rue Léon Giraud, Quartier de la Villette, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France",48.8877672,2.3825448
4 RUE HENRI DUBOUILLON 75020 PARIS FRANCE,"4, Rue Henri Dubouillon, Quartier Saint-Fargeau, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France",48.872839,2.4043586
9 RUE COURAT 75020 PARIS FRANCE,"9, Rue Courat, Quartier de Charonne, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France",48.8571385,2.4053748
5 RUE FOREST 75018 PARIS FRANCE,"5, Rue Forest, Quartier des Grandes-Carrières, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",48.8850982,2.3292917
63 RUE BOURSAULT 75017 PARIS FRANCE,"63, Rue Boursault, Quartier des Batignolles, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France",48.8855443,2.3183683
4 SQ PETRELLE 75009 PARIS FRANCE,"4, Square Pétrelle, Quartier de Rochechouart, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France",48.8808216,2.3491443
35 RUE DE FONTARABIE 75020 PARIS FRANCE,"35, Rue de Fontarabie, Quartier de Charonne, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France",48.8580321,2.4030752
68 RUE DE L AQUEDUC 75010 PARIS FRANCE,"68, Rue de l'Aqueduc, Quartier Saint-Vincent-de-Paul, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France",48.8833257,2.3660794
11 RUE DE PARME 75009 PARIS FRANCE,"Inimitable Coiffure, 11, Rue de Parme, Quartier Saint-Georges, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France",48.8811828,2.3273164
81 AV DE VILLIERS 75017 PARIS FRANCE,"81, Avenue de Villiers, Quartier de la Plaine-de-Monceau, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France",48.8839591,2.3034296
14 RUE CHARLES NODIER 75018 PARIS FRANCE,"14, Rue Charles Nodier, Quartier de Clignancourt, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",48.8857168,2.345121859881176
14 RUE DE GRANGE BATELIERE 75009 PARIS FRANCE,,,
19 BD DE COURCELLES 75008 PARIS FRANCE,"Boulevard de Courcelles, Quartier de l'Europe, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France",48.880939,2.3142317
1 RUE BORDA 75003 PARIS FRANCE,"Rusidda, 1, Rue Borda, Quartier des Arts-et-Métiers, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France",48.8660463,2.3574245
9 RUE DES VIGNOLES 75020 PARIS FRANCE,"9, Rue des Vignoles, Quartier de Charonne, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France",48.853376,2.3981799
38 RUE DU SOLEIL 75020 PARIS FRANCE,"Rue du Soleil, Quartier de Belleville, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France",48.8740091,2.3958252
212 RUE MARCADET 75018 PARIS FRANCE,"212, Rue Marcadet, Quartier de la Goutte-d'Or, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",48.8918551,2.3338095
33 RUE GABRIELLE 75018 PARIS FRANCE,"33, Rue Gabrielle, Quartier de Clignancourt, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",48.8859314,2.3399014
22 RUE DE L ECHIQUIER 75010 PARIS FRANCE,"22, Rue de l'Échiquier, Quartier de la Porte-Saint-Denis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France",48.8714187,2.3511729
54 RUE LEGENDRE 75017 PARIS FRANCE,"54, Rue Legendre, Quartier des Épinettes, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France",48.8850898,2.3159552
57 RUE DES MOINES 75017 PARIS FRANCE,"57, Rue des Moines, Quartier des Épinettes, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France",48.8907016,2.321058
18 RUE ST VINCENT DE PAUL 75010 PARIS FRANCE,"18, Rue Saint-Vincent de Paul, Quartier Saint-Vincent-de-Paul, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France",48.8811054,2.3525924
112 RUE TRUFFAUT 75017 PARIS FRANCE,"Rue Truffaut, Quartier des Batignolles, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France",48.8883551,2.3173544
4 RUE DE LA PLAINE 75020 PARIS FRANCE,"4, Rue de la Plaine, Quartier de Charonne, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France",48.8498089,2.3997034
24 RUE D AUMALE 75009 PARIS FRANCE,"24, Rue d'Aumale, Quartier Saint-Georges, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France",48.8785311,2.3350969
9 RUE DU MONT-DORE 75017 PARIS FRANCE,"9, Rue du Mont-Dore, Quartier des Batignolles, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France",48.883225,2.3229802
50 AV DES TERNES 75017 PARIS FRANCE,"50, Avenue des Ternes, Quartier des Ternes, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France",48.87925,2.2923269
48 RUE DE TURENNE 75003 PARIS FRANCE,"48, Rue de Turenne, Quartier des Enfants-Rouges, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France",48.8579843,2.364585
3 PL EMILE LANDRIN 75020 PARIS FRANCE,"3, Place Émile Landrin, Quartier du Père-Lachaise, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France",48.8639537,2.4002494
34 RUE JEAN-BAPTISTE PIGALLE 75009 PARIS FRANCE,"34, Rue Jean-Baptiste Pigalle, Quartier Saint-Georges, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France",48.8798007,2.3342461
8 RUE DE SUEZ 75018 PARIS FRANCE,"8, Rue de Suez, Quartier de la Goutte-d'Or, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France",48.8874608,2.351932
65 RUE DE BRETAGNE 75003 PARIS FRANCE,"65, Rue de Bretagne, Quartier des Enfants-Rouges, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France",48.8642682,2.3600898
39 RUE BOURET 75019 PARIS FRANCE,"39, Rue Bouret, Quartier de la Villette, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France",48.8827962,2.3715913
12 RUE ELZEVIR 75003 PARIS FRANCE,"12, Rue Elzévir, Quartier des Archives, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France",48.8586085,2.3619861
53 RUE C DE LA ROCHEFOUCAULD 75009 PARIS FRANCE,,,
9 RUE DE VEZELAY 75008 PARIS FRANCE,"9, Rue de Vézelay, Quartier de l'Europe, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France",48.8783062,2.3141017
249 RUE DES PYRENEES 75020 PARIS FRANCE,"249, Rue des Pyrénées, Quartier du Père-Lachaise, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France",48.865851,2.3975851
15 RUE DE NANTES 75019 PARIS FRANCE,"15, Rue de Nantes, Quartier du Pont-de-Flandre, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France",48.8916461,2.3823266
