Adresse,location,Latitude,Longitude
38 BD SAINT JACQUES 75014 PARIS FRANCE,"38, Boulevard Saint-Jacques, Quartier du Montparnasse, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France",48.8330814,2.3376962
170 RUE DU FBG ST ANTOINE 75012 PARIS FRANCE,,,
18 RUE MAYET 75006 PARIS FRANCE,"18, Rue Mayet, Quartier Notre-Dame-des-Champs, Paris 6e Arrondissement, Paris, Île-de-France, France métropolitaine, 75006, France",48.8463837,2.3191248
6 RUE BELLIER DEDOUVRE 75013 PARIS FRANCE,"6, Rue Bellier-Dedouvre, Quartier de la Maison-Blanche, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France",48.8242656,2.3508501
14 RUE DES SABLONS 75016 PARIS FRANCE,"14, Rue des Sablons, Quartier de la Porte-Dauphine, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75116, France",48.866069,2.2836341
15 RUE NEUVE POPINCOURT 75011 PARIS FRANCE,"Rue Neuve Popincourt, Quartier Saint-Ambroise, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France",48.8643946,2.3741259
287 RUE SAINT JACQUES 75005 PARIS FRANCE,"287, Rue Saint-Jacques, Quartier du Val-de-Grâce, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France",48.8401168,2.3405607
86 RUE DE LA FOLIE MERICOURT 75011 PARIS FRANCE,"86, Rue de la Folie-Méricourt, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France",48.8666054,2.3698011
3 RUE DE LA POMPE 75016 PARIS FRANCE,,,
37 RUE DE FECAMP 75012 PARIS FRANCE,"37, Rue de Fécamp, Quartier de Picpus, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France",48.8360578,2.3999537
94 RUE DU DESSOUS DES BERGES 75013 PARIS FRANCE,"94, Rue du Dessous des Berges, Quartier de la Gare, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France",48.829528,2.3720618
10 VLA D ESTE 75013 PARIS FRANCE,"10, Villa d'Este, Quartier de la Gare, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France",48.8219172,2.3668701
17 RUE DES CINQ DIAMANTS 75013 PARIS FRANCE,"17, Rue des Cinq Diamants, Quartier de la Maison-Blanche, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France",48.8291627,2.3513022
113 AV FELIX FAURE 75015 PARIS FRANCE,"113, Avenue Félix Faure, Quartier de Javel, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France",48.8387134,2.282262
57 RUE DE BOURGOGNE 75007 PARIS FRANCE,"57, Rue de Bourgogne, Quartier des Invalides, Paris 7e Arrondissement, Faubourg Saint-Germain, Paris, Île-de-France, France métropolitaine, 75007, France",48.8560652,2.3170756
20 AV D IVRY 75013 PARIS FRANCE,"20, Avenue d'Ivry, Quartier de la Gare, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France",48.8227907,2.367114
61 BD DE BELLEVILLE 75011 PARIS FRANCE,"Boulevard de Belleville, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France",48.8714683,2.3773665
3 RUE LOUIS MORARD 75014 PARIS FRANCE,"3, Rue Louis Morard, Quartier de Plaisance, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France",48.8283979,2.3213039
78 RUE DE LA TOMBE ISSOIRE 75014 PARIS FRANCE,"78, Rue de la Tombe Issoire, Quartier du Petit-Montrouge, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France",48.8283243,2.3326908
27 AV PARMENTIER 75011 PARIS FRANCE,"Avenue Parmentier, Quartier Saint-Ambroise, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France",48.8611455,2.3778135
11 RUE SERVANDONI 75006 PARIS FRANCE,"11, Rue Servandoni, Quartier de l'Odéon, Paris 6e Arrondissement, Paris, Île-de-France, France métropolitaine, 75006, France",48.8499501,2.3348046
67 RUE DE LOURMEL 75015 PARIS FRANCE,"67, Rue de Lourmel, Quartier de Grenelle, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France",48.8460254,2.2884068
29 BD EDGAR QUINET 75014 PARIS FRANCE,"29, Boulevard Edgar Quinet, Quartier du Montparnasse, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France",48.8415661,2.3230257
37 RUE TRAVERSIERE 75012 PARIS FRANCE,"37-39, Rue Traversière, Quartier des Quinze-Vingts, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France",48.8475456,2.373063
60 BD DE REUILLY 75012 PARIS FRANCE,"60, Boulevard de Reuilly, Quartier de Picpus, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France",48.8394016,2.3978061
25 RUE CLAUDE TERRASSE 75016 PARIS FRANCE,"25, Rue Claude Terrasse, Quartier d'Auteuil, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75016, France",48.8388517,2.262518
32 AV DE SAINT-MANDE 75012 PARIS FRANCE,"32, Avenue de Saint-Mandé, Quartier de Picpus, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France",48.8449922,2.3999508
4 AV DU TRONE 75012 PARIS FRANCE,"4, Avenue du Trône, Quartier de Picpus, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France",48.8478313,2.3977997
22 RUE DE LA VOUTE 75012 PARIS FRANCE,"22, Rue de la Voûte, Quartier du Bel-Air, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France",48.8456695,2.4073877
169 BD SAINT GERMAIN 75006 PARIS FRANCE,"Boulevard Saint-Germain, Quartier de l'Odéon, Paris 6e Arrondissement, Paris, Île-de-France, France métropolitaine, 75006, France",48.8527294,2.3374599
19 AV LEOPOLD II 75016 PARIS FRANCE,"19, Avenue Léopold II, Quartier d'Auteuil, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75016, France",48.8522987,2.2713674
35 RUE SAINT DIDIER 75016 PARIS FRANCE,"35, Rue Saint-Didier, Quartier de Chaillot, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75116, France",48.8667205,2.2845897
93 RUE LECOURBE 75015 PARIS FRANCE,"93, Rue Lecourbe, Quartier de Javel, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France",48.8428903,2.303962
62 RUE DE FECAMP 75012 PARIS FRANCE,"62, Rue de Fécamp, Quartier de Picpus, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France",48.8367215,2.40162
5 RUE FIZEAU 75015 PARIS FRANCE,"5, Rue Fizeau, Quartier Saint-Lambert, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France",48.8311518,2.3028498
9 RUE VANDAMME 75014 PARIS FRANCE,"9, Rue Vandamme, Quartier du Montparnasse, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France",48.839492,2.3227655
4 SQ ARAGO 75013 PARIS FRANCE,"4, Square Arago, Quartier de Croulebarbe, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France",48.8354876,2.3454375
21 AV PERRICHONT 75016 PARIS FRANCE,"21, Avenue Perrichont, Quartier d'Auteuil, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75016, France",48.8495556,2.273143
16 RUE OUDRY 75013 PARIS FRANCE,"16, Rue Oudry, Quartier de la Salpêtrière, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France",48.8371943,2.3556955
11 RUE VASCO DE GAMA 75015 PARIS FRANCE,"11, Rue Vasco de Gama, Quartier de Javel, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France",48.8376736,2.2823054
34 RUE DE CITEAUX 75012 PARIS FRANCE,"34, Rue de Cîteaux, Quartier des Quinze-Vingts, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France",48.8496927,2.3812634
123 RUE DE SEVRES 75006 PARIS FRANCE,"Rue de Sèvres, Quartier Notre-Dame-des-Champs, Paris 6e Arrondissement, Paris, Île-de-France, France métropolitaine, 75006, France",48.8469516,2.3170559
18 RUE DE BASSANO 75016 PARIS FRANCE,"18, Rue de Bassano, Quartier des Champs-Élysées, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France",48.8688386,2.2972253
94 RUE BROCA 75013 PARIS FRANCE,"94, Rue Broca, Quartier de Croulebarbe, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France",48.8355816,2.3462997
31 RUE SURCOUF 75007 PARIS FRANCE,"31, Rue Surcouf, Quartier du Gros-Caillou, Paris 7e Arrondissement, Paris, Île-de-France, France métropolitaine, 75007, France",48.8600658,2.3096911
6 RUE AUGUSTIN MOUCHOT 75013 PARIS FRANCE,"Rue Augustin Mouchot, Quartier de la Maison-Blanche, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France",48.821548,2.3501256
118 BD DU MONTPARNASSE 75014 PARIS FRANCE,"Boulevard du Montparnasse, Quartier du Montparnasse, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France",48.839626,2.3367009
58 RUE PERGOLESE 75016 PARIS FRANCE,"58, Rue Pergolèse, Quartier de la Porte-Dauphine, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75116, France",48.8735628,2.2814547
58 RUE MICHEL ANGE 75016 PARIS FRANCE,"58, Rue Michel-Ange, Quartier d'Auteuil, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75016, France",48.8436659,2.260453
87 RUE DU CHEMIN VERT 75011 PARIS FRANCE,"87, Rue du Chemin Vert, Quartier Saint-Ambroise, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France",48.8607762,2.3799316
7 RUE DE VOUILLE 75015 PARIS FRANCE,"7, Rue de Vouillé, Quartier Saint-Lambert, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France",48.8352566,2.3036388
25 RUE DU CHAMP DE MARS 75007 PARIS FRANCE,"25, Rue du Champ de Mars, Quartier du Gros-Caillou, Paris 7e Arrondissement, Paris, Île-de-France, France métropolitaine, 75007, France",48.8560436,2.3043162
20 RUE SPONTINI 75016 PARIS FRANCE,"20, Rue Spontini, Quartier de la Porte-Dauphine, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75116, France",48.8700421,2.2783199
27 AV D ITALIE 75013 PARIS FRANCE,"27, Avenue d'Italie, Quartier de la Maison-Blanche, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France",48.8281022,2.357026
2 SQ ADANSON 75005 PARIS FRANCE,"2, Square Adanson, Quartier du Jardin des Plantes, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France",48.8390901,2.3513111
19 QUAI DE MONTEBELLO 75005 PARIS FRANCE,"19, Quai de Montebello, Quartier de la Sorbonne, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France",48.8521178,2.3486332
64 BD GARIBALDI 75015 PARIS FRANCE,"64, Boulevard Garibaldi, Quartier Necker, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France",48.8457177,2.3078408
61 RUE DE MONTREUIL 75011 PARIS FRANCE,"61, Rue de Montreuil, Quartier Sainte-Marguerite, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France",48.8505104,2.3898361
27 AV DU GAL MICHEL BIZOT 75012 PARIS FRANCE,,,
30 RUE LECOURBE 75015 PARIS FRANCE,"30, Rue Lecourbe, Quartier de Javel, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France",48.8444505,2.3086244
30 BD DE PICPUS 75012 PARIS FRANCE,"30, Boulevard de Picpus, Quartier du Bel-Air, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France",48.8413339,2.4012056
31 RUE DE SEINE 75006 PARIS FRANCE,"31, Rue de Seine, Quartier de la Monnaie, Paris 6e Arrondissement, Paris, Île-de-France, France métropolitaine, 75006, France",48.8559803,2.3367401
124 RUE DU THEATRE 75015 PARIS FRANCE,,,
16 AV DAUMESNIL 75012 PARIS FRANCE,"16, Avenue Daumesnil, Quartier des Quinze-Vingts, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France",48.8483196,2.3728594
39 RUE LECOURBE 75015 PARIS FRANCE,"39, Rue Lecourbe, Quartier de Javel, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France",48.843988,2.3076711
80 RUE ST DOMINIQUE 75007 PARIS FRANCE,,,
176 BD VOLTAIRE 75011 PARIS FRANCE,"176, Boulevard Voltaire, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France",48.855077,2.3843883
52 AV DAUMESNIL 75012 PARIS FRANCE,"52, Avenue Daumesnil, Quartier des Quinze-Vingts, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France",48.8454888,2.3787302
12 RUE DE QUATREFAGES 75005 PARIS FRANCE,"12, Rue de Quatrefages, Quartier du Jardin des Plantes, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France",48.8431628,2.3543998
18 RUE DU MOULINET 75013 PARIS FRANCE,"18, Rue du Moulinet, Quartier de la Maison-Blanche, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France",48.8271678,2.3555357
35 SQ ST CHARLES 75012 PARIS FRANCE,"35, Square Saint-Charles, Quartier de Picpus, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France",48.8470558,2.3903504
244 RUE DE LA CROIX NIVERT 75015 PARIS FRANCE,"244, Rue de la Croix Nivert, Quartier de Javel, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France",48.8347139,2.2897832
12 RUE ALBERT 75013 PARIS FRANCE,"12, Rue Albert, Quartier de la Gare, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France",48.8242625,2.3732167
48 RUE JEAN PIERRE TIMBAUD 75011 PARIS FRANCE,"Lyoom Cantine Orientale, 48, Rue Jean-Pierre Timbaud, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France",48.8663544,2.3726312
7 RUE VANDAMME 75014 PARIS FRANCE,"7, Rue Vandamme, Quartier du Montparnasse, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France",48.8395094,2.3228661
14 RUE LOUIS BRAILLE 75012 PARIS FRANCE,"14, Rue Louis Braille, Quartier du Bel-Air, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France",48.8396528,2.4017096
142 RUE DU CHEMIN VERT 75011 PARIS FRANCE,"Rue du Chemin Vert, Quartier de la Roquette, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France",48.8591598,2.3750117
121 RUE DE VAUGIRARD 75015 PARIS FRANCE,"121, Rue de Vaugirard, Quartier Saint-Lambert, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France",48.8446277,2.3187407
30 BD EXELMANS 75016 PARIS FRANCE,"30, Boulevard Exelmans, Quartier d'Auteuil, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75016, France",48.8412559,2.264614
207 RUE RAYMOND LOSSERAND 75014 PARIS FRANCE,"207, Rue Raymond Losserand, Quartier de Plaisance, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France",48.8285323,2.3073267
50 BD SAINT JACQUES 75014 PARIS FRANCE,"50, Boulevard Saint-Jacques, Quartier du Montparnasse, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France",48.8336751,2.3355403
2 RUE PAUL DUPUY 75016 PARIS FRANCE,"2, Rue Paul Dupuy, Quartier d'Auteuil, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75016, France",48.8497148,2.2742462
156 RUE DE LA CROIX NIVERT 75015 PARIS FRANCE,"156, Rue de la Croix Nivert, Quartier de Javel, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France",48.8409269,2.291004
36 AV MOZART 75016 PARIS FRANCE,"36, Avenue Mozart, Quartier de la Muette, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75016, France",48.8560941,2.2708921
124 AV PARMENTIER 75011 PARIS FRANCE,"Fuumi, 124, Avenue Parmentier, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France",48.8679185,2.3728025
4 RUE PASTEUR 75011 PARIS FRANCE,"4, Rue Pasteur, Quartier Saint-Ambroise, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France",48.8618382,2.374834
16 RUE DU CHERCHE-MIDI 75006 PARIS FRANCE,"Rue du Cherche-Midi, Quartier Notre-Dame-des-Champs, Paris 6e Arrondissement, Paris, Île-de-France, France métropolitaine, 75006, France",48.8496951,2.3266876
4 RUE DE CHATILLON 75014 PARIS FRANCE,"4, Rue de Châtillon, Quartier du Petit-Montrouge, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France",48.8272891,2.3246364
40 RUE PASCAL 75013 PARIS FRANCE,"Rue Pascal, Quartier de Croulebarbe, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France",48.836955,2.3489247
49 RUE ROUELLE 75015 PARIS FRANCE,"Ayham Sabra, 49, Rue Rouelle, Quartier de Grenelle, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France",48.849534899999995,2.2900675426867787
12 RUE DE LA GLACIERE 75013 PARIS FRANCE,"12, Rue de la Glacière, Quartier de la Maison-Blanche, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France",48.8367707,2.345214
84 BD MASSENA 75013 PARIS FRANCE,"84, Boulevard Masséna, Quartier de la Gare, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France",48.8218371,2.3676038
6 RUE HENRI REGNAULT 75014 PARIS FRANCE,"6, Rue Henri Regnault, Quartier du Petit-Montrouge, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France",48.8245269,2.330591
2 AV VION WHITCOMB 75016 PARIS FRANCE,"2, Avenue Vion-Whitcomb, Quartier de la Muette, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75016, France",48.8558913,2.2695975
49 RUE ERLANGER 75016 PARIS FRANCE,"49, Rue Erlanger, Quartier d'Auteuil, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75016, France",48.8447894,2.2603386
85 RUE ST DOMINIQUE 75007 PARIS FRANCE,"85, Rue Saint-Dominique, Quartier des Invalides, Paris 7e Arrondissement, Paris, Île-de-France, France métropolitaine, 75007, France",48.8596877,2.3079655
5 RUE ROCHEBRUNE 75011 PARIS FRANCE,"5, Rue Rochebrune, Quartier Saint-Ambroise, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France",48.8608557,2.3786759
223 BD RASPAIL 75014 PARIS FRANCE,"223, Boulevard Raspail, Quartier du Montparnasse, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France",48.8401715,2.3305425
12 RUE DE MARTIGNAC 75007 PARIS FRANCE,"12, Rue de Martignac, Quartier des Invalides, Paris 7e Arrondissement, Faubourg Saint-Germain, Paris, Île-de-France, France métropolitaine, 75007, France",48.8587405,2.3189956
7 RUE FUSTEL DE COULANGES 75005 PARIS FRANCE,"7, Rue Fustel de Coulanges, Quartier du Val-de-Grâce, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France",48.8395126,2.3393747
16 RUE TOURNUS 75015 PARIS FRANCE,"16, Rue Tournus, Quartier de Grenelle, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France",48.8467409,2.2940993
6 RUE GAMBEY 75011 PARIS FRANCE,"6, Rue Gambey, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France",48.8649782,2.3721302
3 AV VAVIN 75006 PARIS FRANCE,"3, Avenue Vavin, Quartier Notre-Dame-des-Champs, Paris 6e Arrondissement, Paris, Île-de-France, France métropolitaine, 75006, France",48.8439666,2.3326245
120 AV DAUMESNIL 75012 PARIS FRANCE,"120, Avenue Daumesnil, Quartier des Quinze-Vingts, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France",48.8420563,2.3858523
98 RUE JEAN PIERRE TIMBAUD 75011 PARIS FRANCE,"98, Rue Jean-Pierre Timbaud, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France",48.8678415,2.3782402
6 RUE ALFRED DURAND CLAYE 75014 PARIS FRANCE,"6, Rue Alfred Durand-Claye, Quartier de Plaisance, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France",48.8291289,2.3073587
3 RUE JEAN PIERRE BLOCH 75015 PARIS FRANCE,"Rue Jean-Pierre Bloch, Quartier de Grenelle, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France",48.8538333,2.2965489
75 RUE LABROUSTE 75015 PARIS FRANCE,"75, Rue Labrouste, Quartier Saint-Lambert, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France",48.8317016,2.3061705
7 RUE DAUBENTON 75005 PARIS FRANCE,"7, Rue Daubenton, Quartier du Jardin des Plantes, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France",48.8413986,2.3551129
5 PAS MONTGALLET 75012 PARIS FRANCE,"5, Passage Montgallet, Quartier de Picpus, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France",48.8439797,2.3877752
6 PAS LISA 75011 PARIS FRANCE,"6, Passage Lisa, Quartier de la Roquette, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France",48.8583594,2.3772147
157 RUE DE CHARENTON 75012 PARIS FRANCE,"Le triple 8, 157, Rue de Charenton, Quartier de Picpus, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France",48.8447406,2.3837569
14 RUE OLIER 75015 PARIS FRANCE,"14, Rue Olier, Quartier Saint-Lambert, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France",48.83501665,2.2907812320321472
96 RUE SAINT CHARLES 75015 PARIS FRANCE,"96, Rue Saint-Charles, Quartier de Javel, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France",48.8458193,2.2846695
2 PAS ABEL LEBLANC 75012 PARIS FRANCE,"2, Passage Abel Leblanc, Quartier des Quinze-Vingts, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France",48.8456649,2.3807164
45 RUE DE LILLE 75007 PARIS FRANCE,"45, Rue de Lille, Quartier Saint-Thomas-d'Aquin, Paris 7e Arrondissement, Faubourg Saint-Germain, Paris, Île-de-France, France métropolitaine, 75007, France",48.8590281,2.3278362
2 RUE DU BOUQUET DE LONGCHAMP 75016 PARIS FRANCE,"2, Rue du Bouquet de Longchamp, Quartier de Chaillot, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75116, France",48.8651435,2.2904425
105 RUE DE LA TOMBE ISSOIRE 75014 PARIS FRANCE,"105, Rue de la Tombe Issoire, Quartier du Petit-Montrouge, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France",48.8260463,2.3318076
59 BD DE MENILMONTANT 75011 PARIS FRANCE,"Centre de Psychologie Biodynamique du Père Lachaise, 59, Boulevard de Ménilmontant, Quartier de la Roquette, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France",48.8620036,2.3875384
17 AV DU DOC ARNOLD NETTER 75012 PARIS FRANCE,,,
37 RUE DAVIOUD 75016 PARIS FRANCE,"37, Rue Davioud, Quartier de la Muette, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75016, France",48.8545591,2.2704075
2 RUE LACHARRIERE 75011 PARIS FRANCE,"2, Rue Lacharrière, Quartier Saint-Ambroise, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France",48.8608767,2.3758022
2 AV D IENA 75016 PARIS FRANCE,,,
4 IMP DELAUNAY 75011 PARIS FRANCE,"4, Impasse Delaunay, Quartier de la Roquette, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France",48.8552953,2.385965
7 RUE SOPHIE GERMAIN 75014 PARIS FRANCE,"7, Rue Sophie Germain, Quartier du Petit-Montrouge, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France",48.8308834,2.330561
13 RUE BORROMEE 75015 PARIS FRANCE,"13, Rue Borromée, Quartier Necker, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France",48.84148,2.305051
78 AV DE SUFFREN 75015 PARIS FRANCE,"Avenue de Suffren, Quartier Necker, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France",48.8489377,2.3045331
30 RUE FELICIEN DAVID 75016 PARIS FRANCE,"30, Rue Félicien David, Quartier d'Auteuil, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75016, France",48.8488457,2.2735507
66 RUE DE LONGCHAMP 75016 PARIS FRANCE,"66, Rue de Longchamp, Quartier de la Porte-Dauphine, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75116, France",48.8652311,2.2857685
23 RUE DU SERGENT BAUCHAT 75012 PARIS FRANCE,"23, Rue du Sergent Bauchat, Quartier de Picpus, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France",48.8452197,2.3920473
38 RUE DES CORDELIERES 75013 PARIS FRANCE,"38, Rue des Cordelières, Quartier de Croulebarbe, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France",48.833472,2.3484692
5 RUE DE LA MANUTENTION 75016 PARIS FRANCE,"Les Marches, 5, Rue de la Manutention, Quartier de Chaillot, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75116, France",48.8639443,2.2958817
40 BD DE LA BASTILLE 75012 PARIS FRANCE,"Chez Papa, 40, Boulevard de la Bastille, Quartier des Quinze-Vingts, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France",48.8506208,2.3689945
15 RUE DES SUISSES 75014 PARIS FRANCE,"15, Rue des Suisses, Quartier de Plaisance, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France",48.8302283,2.3136459
39 RUE DESCARTES 75005 PARIS FRANCE,"39, Rue Descartes, Quartier Saint-Victor, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France",48.8454824,2.349216
17 RUE VARET 75015 PARIS FRANCE,"17, Rue Varet, Quartier de Javel, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France",48.8403421,2.2822334
9 RUE DES BOULANGERS 75005 PARIS FRANCE,"9, Rue des Boulangers, Quartier Saint-Victor, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France",48.8458302,2.3539337
12 RUE DE L AVRE 75015 PARIS FRANCE,"12, Rue de l'Avre, Quartier de Grenelle, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France",48.8481254,2.2978622
6 RUE DU LOING 75014 PARIS FRANCE,"6, Rue du Loing, Quartier du Petit-Montrouge, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France",48.8274488,2.3296972
